TIME,rmnet_data0_tx,rndis0_tx,wlan0_tx,wlan1_tx,br0_tx,br0_wlan0_tx,br0_wlan1_tx,rmnet_data0_rx,rndis0_rx,wlan0_rx,wlan1_rx,br0_rx,br0_wlan0_rx,br0_wlan1_rx,nf_count,modem_ipv4_tx,modem_ipv6_tx,ipv4_rx,ipv6_rx,ipv4_lc_tx,ipv6_lc_tx,ipv4_lc_rx,ipv6_lc_rx,ipv4_pkt_tx,ipv6_pkt_tx,ipv4_pkt_rx,ipv6_pkt_rx,ipv4_pkt_tx_err,ipv6_pkt_tx_err,ipv4_pkt_rx_err,ipv6_pkt_rx_err,ipv4_pkt_tx_ofl,ipv6_pkt_tx_ofl,ipv4_pkt_rx_ofl,ipv6_pkt_rx_ofl
06/29/2022_22:32:45,5884754,0,6069431,11139423,11826756,6069431,11139423,75525402,0,294939,4852264,5147203,294939,4852264,11,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:35:59,5884754,0,6070611,11140603,11827936,6070611,11140603,75525402,0,294939,4852264,5147203,294939,4852264,12,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:39:12,5884754,0,6071555,11141547,11828880,6071555,11141547,75525402,0,294939,4852264,5147203,294939,4852264,13,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:42:26,5884754,0,6072853,11142845,11830178,6072853,11142845,75525402,0,294939,4852264,5147203,294939,4852264,13,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:45:39,5885974,0,6074033,11144025,11831358,6074033,11144025,75525572,0,294939,4852264,5147203,294939,4852264,13,209452712,209452712,2101773646,2101773646,0,0,0,0,1093969,1093969,2102515,2102515,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:48:53,5886183,0,6074859,11144851,11832184,6074859,11144851,75525742,0,294939,4852264,5147203,294939,4852264,13,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:52:07,5886183,0,6076039,11146031,11833364,6076039,11146031,75525742,0,294939,4852264,5147203,294939,4852264,14,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:55:21,5886183,0,6076865,11146857,11834190,6076865,11146857,75525742,0,294939,4852264,5147203,294939,4852264,12,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:58:34,5886183,0,6078163,11148155,11835488,6078163,11148155,75525742,0,294939,4852264,5147203,294939,4852264,17,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:01:48,5887403,0,6078989,11148981,11836314,6078989,11148981,75525912,0,294939,4852264,5147203,294939,4852264,12,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:05:01,5887403,0,6080287,11150279,11837612,6080287,11150279,75525912,0,294939,4852264,5147203,294939,4852264,13,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:08:15,5887403,0,6081113,11151105,11838438,6081113,11151105,75525912,0,294939,4852264,5147203,294939,4852264,16,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:11:29,5887403,0,6082175,11152167,11839500,6082175,11152167,75525912,0,294939,4852264,5147203,294939,4852264,13,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:14:42,5888623,0,6083001,11152993,11840326,6083001,11152993,75526082,0,294939,4852264,5147203,294939,4852264,12,209455361,209455361,2101774156,2101774156,0,0,0,0,1093975,1093975,2102521,2102521,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:17:56,5888832,0,6084181,11154173,11841506,6084181,11154173,75526180,0,294939,4852264,5147203,294939,4852264,12,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:21:10,5888832,0,6085479,11155471,11842804,6085479,11155471,75526180,0,294939,4852264,5147203,294939,4852264,14,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:24:23,5888832,0,6086305,11156297,11843630,6086305,11156297,75526180,0,294939,4852264,5147203,294939,4852264,13,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:27:37,5888832,0,6087485,11157477,11844810,6087485,11157477,75526180,0,294939,4852264,5147203,294939,4852264,14,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:30:51,5890052,0,6088429,11158421,11845754,6088429,11158421,75526350,0,294939,4852264,5147203,294939,4852264,12,209456790,209456790,2101774424,2101774424,0,0,0,0,1093979,1093979,2102524,2102524,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:34:04,5890052,0,6089727,11159719,11847052,6089727,11159719,75526350,0,294939,4852264,5147203,294939,4852264,14,209456790,209456790,2101774424,2101774424,0,0,0,0,1093979,1093979,2102524,2102524,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:37:18,5890052,0,6090553,11160545,11847878,6090553,11160545,75526350,0,294939,4852264,5147203,294939,4852264,13,209456790,209456790,2101774424,2101774424,0,0,0,0,1093979,1093979,2102524,2102524,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:40:31,5890052,0,6091615,11161607,11848940,6091615,11161607,75526350,0,294939,4852264,5147203,294939,4852264,13,209456790,209456790,2101774424,2101774424,0,0,0,0,1093979,1093979,2102524,2102524,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:43:45,5891481,0,6092441,11162433,11849766,6092441,11162433,75526690,0,294939,4852264,5147203,294939,4852264,14,209458219,209458219,2101774764,2101774764,0,0,0,0,1093983,1093983,2102528,2102528,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:46:59,5891481,0,6093621,11163613,11850946,6093621,11163613,75526690,0,294939,4852264,5147203,294939,4852264,12,209458219,209458219,2101774764,2101774764,0,0,0,0,1093983,1093983,2102528,2102528,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:50:12,5891481,0,6094801,11164793,11852126,6094801,11164793,75526690,0,294939,4852264,5147203,294939,4852264,14,209458219,209458219,2101774764,2101774764,0,0,0,0,1093983,1093983,2102528,2102528,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:53:26,5891481,0,6095745,11165737,11853070,6095745,11165737,75526690,0,294939,4852264,5147203,294939,4852264,15,209458219,209458219,2101774764,2101774764,0,0,0,0,1093983,1093983,2102528,2102528,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:56:40,5891481,0,6096925,11166917,11854250,6096925,11166917,75526690,0,294939,4852264,5147203,294939,4852264,13,209458219,209458219,2101774764,2101774764,0,0,0,0,1093983,1093983,2102528,2102528,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:59:53,5892701,0,6097869,11167861,11855194,6097869,11167861,75526860,0,294939,4852264,5147203,294939,4852264,12,209459439,209459439,2101774934,2101774934,0,0,0,0,1093985,1093985,2102530,2102530,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:03:07,5892701,0,6098931,11168923,11856256,6098931,11168923,75526860,0,294939,4852264,5147203,294939,4852264,15,209459439,209459439,2101774934,2101774934,0,0,0,0,1093985,1093985,2102530,2102530,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:06:21,5892701,0,6099875,11169867,11857200,6099875,11169867,75526860,0,294939,4852264,5147203,294939,4852264,13,209459439,209459439,2101774934,2101774934,0,0,0,0,1093985,1093985,2102530,2102530,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:09:34,5892701,0,6101055,11171047,11858380,6101055,11171047,75526860,0,294939,4852264,5147203,294939,4852264,13,209459439,209459439,2101774934,2101774934,0,0,0,0,1093985,1093985,2102530,2102530,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:12:48,5892910,0,6101999,11171991,11859324,6101999,11171991,75527030,0,294939,4852264,5147203,294939,4852264,11,209459648,209459648,2101775104,2101775104,0,0,0,0,1093987,1093987,2102532,2102532,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:16:02,5894130,0,6103179,11173171,11860504,6103179,11173171,75527200,0,294939,4852264,5147203,294939,4852264,12,209460868,209460868,2101775274,2101775274,0,0,0,0,1093989,1093989,2102534,2102534,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:19:15,5894130,0,6104123,11174115,11861448,6104123,11174115,75527200,0,294939,4852264,5147203,294939,4852264,14,209460868,209460868,2101775274,2101775274,0,0,0,0,1093989,1093989,2102534,2102534,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:22:29,5894130,0,6105185,11175177,11862510,6105185,11175177,75527200,0,294939,4852264,5147203,294939,4852264,13,209460868,209460868,2101775274,2101775274,0,0,0,0,1093989,1093989,2102534,2102534,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:25:42,5894130,0,6106365,11176357,11863690,6106365,11176357,75527200,0,294939,4852264,5147203,294939,4852264,13,209460868,209460868,2101775274,2101775274,0,0,0,0,1093989,1093989,2102534,2102534,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:28:56,5895350,0,6107191,11177183,11864516,6107191,11177183,75527370,0,294939,4852264,5147203,294939,4852264,14,209462088,209462088,2101775444,2101775444,0,0,0,0,1093991,1093991,2102536,2102536,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:32:10,5895350,0,6108371,11178363,11865696,6108371,11178363,75527370,0,294939,4852264,5147203,294939,4852264,13,209462088,209462088,2101775444,2101775444,0,0,0,0,1093991,1093991,2102536,2102536,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:35:23,5895350,0,6109197,11179189,11866522,6109197,11179189,75527370,0,294939,4852264,5147203,294939,4852264,13,209462088,209462088,2101775444,2101775444,0,0,0,0,1093991,1093991,2102536,2102536,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:38:37,5895350,0,6110495,11180487,11867820,6110495,11180487,75527370,0,294939,4852264,5147203,294939,4852264,15,209462088,209462088,2101775444,2101775444,0,0,0,0,1093991,1093991,2102536,2102536,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:41:51,5895559,0,6111321,11181313,11868646,6111321,11181313,75527540,0,294939,4852264,5147203,294939,4852264,12,209462297,209462297,2101775614,2101775614,0,0,0,0,1093993,1093993,2102538,2102538,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:45:04,5896779,0,6112619,11182611,11869944,6112619,11182611,75527710,0,294939,4852264,5147203,294939,4852264,12,209463517,209463517,2101775784,2101775784,0,0,0,0,1093995,1093995,2102540,2102540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:48:18,5896779,0,6113917,11183909,11871242,6113917,11183909,75527710,0,294939,4852264,5147203,294939,4852264,16,209463517,209463517,2101775784,2101775784,0,0,0,0,1093995,1093995,2102540,2102540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:51:31,5896779,0,6114743,11184735,11872068,6114743,11184735,75527710,0,294939,4852264,5147203,294939,4852264,13,209463517,209463517,2101775784,2101775784,0,0,0,0,1093995,1093995,2102540,2102540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:54:45,5896779,0,6116041,11186033,11873366,6116041,11186033,75527710,0,294939,4852264,5147203,294939,4852264,14,209463517,209463517,2101775784,2101775784,0,0,0,0,1093995,1093995,2102540,2102540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_00:57:59,5896779,0,6116867,11186859,11874192,6116867,11186859,75527710,0,294939,4852264,5147203,294939,4852264,12,209463517,209463517,2101775784,2101775784,0,0,0,0,1093995,1093995,2102540,2102540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:01:12,5897999,0,6118047,11188039,11875372,6118047,11188039,75527880,0,294939,4852264,5147203,294939,4852264,14,209464737,209464737,2101775954,2101775954,0,0,0,0,1093997,1093997,2102542,2102542,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:04:26,5897999,0,6118991,11188983,11876316,6118991,11188983,75527880,0,294939,4852264,5147203,294939,4852264,14,209464737,209464737,2101775954,2101775954,0,0,0,0,1093997,1093997,2102542,2102542,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:07:40,5898208,0,6120171,11190163,11877496,6120171,11190163,75528050,0,294939,4852264,5147203,294939,4852264,14,209464946,209464946,2101776124,2101776124,0,0,0,0,1093999,1093999,2102544,2102544,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:10:53,5898208,0,6120997,11190989,11878322,6120997,11190989,75528050,0,294939,4852264,5147203,294939,4852264,11,209464946,209464946,2101776124,2101776124,0,0,0,0,1093999,1093999,2102544,2102544,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:14:07,5899428,0,6122177,11192169,11879502,6122177,11192169,75528220,0,294939,4852264,5147203,294939,4852264,14,209466166,209466166,2101776294,2101776294,0,0,0,0,1094001,1094001,2102546,2102546,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:17:21,5899428,0,6123121,11193113,11880446,6123121,11193113,75528220,0,294939,4852264,5147203,294939,4852264,13,209466166,209466166,2101776294,2101776294,0,0,0,0,1094001,1094001,2102546,2102546,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:20:34,5899428,0,6124419,11194411,11881744,6124419,11194411,75528220,0,294939,4852264,5147203,294939,4852264,13,209466166,209466166,2101776294,2101776294,0,0,0,0,1094001,1094001,2102546,2102546,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:23:48,5899428,0,6125599,11195591,11882924,6125599,11195591,75528220,0,294939,4852264,5147203,294939,4852264,13,209466166,209466166,2101776294,2101776294,0,0,0,0,1094001,1094001,2102546,2102546,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:27:01,5899428,0,6126425,11196417,11883750,6126425,11196417,75528220,0,294939,4852264,5147203,294939,4852264,12,209466166,209466166,2101776294,2101776294,0,0,0,0,1094001,1094001,2102546,2102546,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:30:15,5900648,0,6127723,11197715,11885048,6127723,11197715,75528390,0,294939,4852264,5147203,294939,4852264,13,209467386,209467386,2101776464,2101776464,0,0,0,0,1094003,1094003,2102548,2102548,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:33:29,5900648,0,6128549,11198541,11885874,6128549,11198541,75528390,0,294939,4852264,5147203,294939,4852264,15,209467386,209467386,2101776464,2101776464,0,0,0,0,1094003,1094003,2102548,2102548,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:36:42,5900857,0,6129729,11199721,11887054,6129729,11199721,75528560,0,294939,4852264,5147203,294939,4852264,14,209467595,209467595,2101776634,2101776634,0,0,0,0,1094005,1094005,2102550,2102550,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:39:56,5900857,0,6130673,11200665,11887998,6130673,11200665,75528560,0,294939,4852264,5147203,294939,4852264,12,209467595,209467595,2101776634,2101776634,0,0,0,0,1094005,1094005,2102550,2102550,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:43:10,5900857,0,6131853,11201845,11889178,6131853,11201845,75528560,0,294939,4852264,5147203,294939,4852264,14,209467595,209467595,2101776634,2101776634,0,0,0,0,1094005,1094005,2102550,2102550,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:46:23,5902077,0,6132915,11202907,11890240,6132915,11202907,75528730,0,294939,4852264,5147203,294939,4852264,14,209468815,209468815,2101776804,2101776804,0,0,0,0,1094007,1094007,2102552,2102552,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:49:37,5902077,0,6133859,11203851,11891184,6133859,11203851,75528730,0,294939,4852264,5147203,294939,4852264,14,209468815,209468815,2101776804,2101776804,0,0,0,0,1094007,1094007,2102552,2102552,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:52:50,5902077,0,6135039,11205031,11892364,6135039,11205031,75528730,0,294939,4852264,5147203,294939,4852264,14,209468815,209468815,2101776804,2101776804,0,0,0,0,1094007,1094007,2102552,2102552,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:56:04,5902077,0,6135865,11205857,11893190,6135865,11205857,75528730,0,294939,4852264,5147203,294939,4852264,12,209468815,209468815,2101776804,2101776804,0,0,0,0,1094007,1094007,2102552,2102552,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_01:59:18,5903297,0,6137045,11207037,11894370,6137045,11207037,75528900,0,294939,4852264,5147203,294939,4852264,15,209470035,209470035,2101776974,2101776974,0,0,0,0,1094009,1094009,2102554,2102554,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:02:31,5903297,0,6137989,11207981,11895314,6137989,11207981,75528900,0,294939,4852264,5147203,294939,4852264,13,209470035,209470035,2101776974,2101776974,0,0,0,0,1094009,1094009,2102554,2102554,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:05:45,5903506,0,6139287,11209279,11896612,6139287,11209279,75528998,0,294939,4852264,5147203,294939,4852264,14,209470244,209470244,2101777072,2101777072,0,0,0,0,1094011,1094011,2102555,2102555,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:08:58,5903506,0,6140231,11210223,11897556,6140231,11210223,75528998,0,294939,4852264,5147203,294939,4852264,11,209470244,209470244,2101777072,2101777072,0,0,0,0,1094011,1094011,2102555,2102555,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:12:12,5903506,0,6141529,11211521,11898854,6141529,11211521,75528998,0,294939,4852264,5147203,294939,4852264,13,209470244,209470244,2101777072,2101777072,0,0,0,0,1094011,1094011,2102555,2102555,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:15:26,5904727,0,6142473,11212465,11899798,6142473,11212465,75529168,0,294939,4852264,5147203,294939,4852264,13,209471465,209471465,2101777242,2101777242,0,0,0,0,1094013,1094013,2102557,2102557,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:18:39,5904727,0,6143653,11213645,11900978,6143653,11213645,75529168,0,294939,4852264,5147203,294939,4852264,15,209471465,209471465,2101777242,2101777242,0,0,0,0,1094013,1094013,2102557,2102557,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:21:53,5904727,0,6144479,11214471,11901804,6144479,11214471,75529168,0,294939,4852264,5147203,294939,4852264,12,209471465,209471465,2101777242,2101777242,0,0,0,0,1094013,1094013,2102557,2102557,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:25:07,5904727,0,6145777,11215769,11903102,6145777,11215769,75529168,0,294939,4852264,5147203,294939,4852264,12,209471465,209471465,2101777242,2101777242,0,0,0,0,1094013,1094013,2102557,2102557,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:28:20,5904727,0,6146957,11216949,11904282,6146957,11216949,75529168,0,294939,4852264,5147203,294939,4852264,16,209471465,209471465,2101777242,2101777242,0,0,0,0,1094013,1094013,2102557,2102557,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:31:34,5906156,0,6147901,11217893,11905226,6147901,11217893,75529508,0,294939,4852264,5147203,294939,4852264,13,209472894,209472894,2101777582,2101777582,0,0,0,0,1094017,1094017,2102561,2102561,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:34:48,5906156,0,6149081,11219073,11906406,6149081,11219073,75529508,0,294939,4852264,5147203,294939,4852264,14,209472894,209472894,2101777582,2101777582,0,0,0,0,1094017,1094017,2102561,2102561,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:38:01,5906156,0,6150025,11220017,11907350,6150025,11220017,75529508,0,294939,4852264,5147203,294939,4852264,12,209472894,209472894,2101777582,2101777582,0,0,0,0,1094017,1094017,2102561,2102561,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:41:15,5906156,0,6151205,11221197,11908530,6151205,11221197,75529508,0,294939,4852264,5147203,294939,4852264,13,209472894,209472894,2101777582,2101777582,0,0,0,0,1094017,1094017,2102561,2102561,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:44:28,5907376,0,6152031,11222023,11909356,6152031,11222023,75529678,0,294939,4852264,5147203,294939,4852264,14,209474114,209474114,2101777752,2101777752,0,0,0,0,1094019,1094019,2102563,2102563,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:47:42,5907376,0,6153211,11223203,11910536,6153211,11223203,75529678,0,294939,4852264,5147203,294939,4852264,13,209474114,209474114,2101777752,2101777752,0,0,0,0,1094019,1094019,2102563,2102563,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:50:56,5907376,0,6154155,11224147,11911480,6154155,11224147,75529678,0,294939,4852264,5147203,294939,4852264,12,209474114,209474114,2101777752,2101777752,0,0,0,0,1094019,1094019,2102563,2102563,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
