TIME,rmnet_data0_tx,rndis0_tx,wlan0_tx,wlan1_tx,br0_tx,br0_wlan0_tx,br0_wlan1_tx,rmnet_data0_rx,rndis0_rx,wlan0_rx,wlan1_rx,br0_rx,br0_wlan0_rx,br0_wlan1_rx,nf_count,modem_ipv4_tx,modem_ipv6_tx,ipv4_rx,ipv6_rx,ipv4_lc_tx,ipv6_lc_tx,ipv4_lc_rx,ipv6_lc_rx,ipv4_pkt_tx,ipv6_pkt_tx,ipv4_pkt_rx,ipv6_pkt_rx,ipv4_pkt_tx_err,ipv6_pkt_tx_err,ipv4_pkt_rx_err,ipv6_pkt_rx_err,ipv4_pkt_tx_ofl,ipv6_pkt_tx_ofl,ipv4_pkt_rx_ofl,ipv6_pkt_rx_ofl
06/30/2022_02:54:09,5907376,0,6155335,11225327,11912660,6155335,11225327,75529678,0,294939,4852264,5147203,294939,4852264,12,209474114,209474114,2101777752,2101777752,0,0,0,0,1094019,1094019,2102563,2102563,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_02:57:23,5907376,0,6156279,11226271,11913604,6156279,11226271,75529678,0,294939,4852264,5147203,294939,4852264,13,209474114,209474114,2101777752,2101777752,0,0,0,0,1094019,1094019,2102563,2102563,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:00:37,5908805,0,6157459,11227451,11914784,6157459,11227451,75530018,0,294939,4852264,5147203,294939,4852264,13,209475543,209475543,2101778092,2101778092,0,0,0,0,1094023,1094023,2102567,2102567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:03:50,5908805,0,6158639,11228631,11915964,6158639,11228631,75530018,0,294939,4852264,5147203,294939,4852264,14,209475543,209475543,2101778092,2101778092,0,0,0,0,1094023,1094023,2102567,2102567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:07:04,5908805,0,6159465,11229457,11916790,6159465,11229457,75530018,0,294939,4852264,5147203,294939,4852264,12,209475543,209475543,2101778092,2101778092,0,0,0,0,1094023,1094023,2102567,2102567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:10:17,5908805,0,6160645,11230637,11917970,6160645,11230637,75530018,0,294939,4852264,5147203,294939,4852264,12,209475543,209475543,2101778092,2101778092,0,0,0,0,1094023,1094023,2102567,2102567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:13:31,5908805,0,6161471,11231463,11918796,6161471,11231463,75530018,0,294939,4852264,5147203,294939,4852264,15,209475543,209475543,2101778092,2101778092,0,0,0,0,1094023,1094023,2102567,2102567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:16:45,5910025,0,6162651,11232643,11919976,6162651,11232643,75530116,0,294939,4852264,5147203,294939,4852264,13,209476763,209476763,2101778190,2101778190,0,0,0,0,1094025,1094025,2102568,2102568,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:19:58,5910025,0,6163477,11233469,11920802,6163477,11233469,75530116,0,294939,4852264,5147203,294939,4852264,13,209476763,209476763,2101778190,2101778190,0,0,0,0,1094025,1094025,2102568,2102568,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:23:12,5910025,0,6164775,11234767,11922100,6164775,11234767,75530116,0,294939,4852264,5147203,294939,4852264,14,209476763,209476763,2101778190,2101778190,0,0,0,0,1094025,1094025,2102568,2102568,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:26:26,5910025,0,6165719,11235711,11923044,6165719,11235711,75530116,0,294939,4852264,5147203,294939,4852264,13,209476763,209476763,2101778190,2101778190,0,0,0,0,1094025,1094025,2102568,2102568,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:29:39,5911454,0,6166899,11236891,11924224,6166899,11236891,75530456,0,294939,4852264,5147203,294939,4852264,13,209478192,209478192,2101778530,2101778530,0,0,0,0,1094029,1094029,2102572,2102572,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:32:53,5911454,0,6167843,11237835,11925168,6167843,11237835,75530456,0,294939,4852264,5147203,294939,4852264,12,209478192,209478192,2101778530,2101778530,0,0,0,0,1094029,1094029,2102572,2102572,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:36:07,5911454,0,6169023,11239015,11926348,6169023,11239015,75530456,0,294939,4852264,5147203,294939,4852264,12,209478192,209478192,2101778530,2101778530,0,0,0,0,1094029,1094029,2102572,2102572,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:39:20,5911454,0,6170321,11240313,11927646,6170321,11240313,75530456,0,294939,4852264,5147203,294939,4852264,13,209478192,209478192,2101778530,2101778530,0,0,0,0,1094029,1094029,2102572,2102572,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:42:34,5911454,0,6171147,11241139,11928472,6171147,11241139,75530456,0,294939,4852264,5147203,294939,4852264,13,209478192,209478192,2101778530,2101778530,0,0,0,0,1094029,1094029,2102572,2102572,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:45:47,5912674,0,6172445,11242437,11929770,6172445,11242437,75530626,0,294939,4852264,5147203,294939,4852264,14,209479412,209479412,2101778700,2101778700,0,0,0,0,1094031,1094031,2102574,2102574,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:49:01,5912674,0,6173389,11243381,11930714,6173389,11243381,75530626,0,294939,4852264,5147203,294939,4852264,12,209479412,209479412,2101778700,2101778700,0,0,0,0,1094031,1094031,2102574,2102574,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:52:15,5912674,0,6174569,11244561,11931894,6174569,11244561,75530626,0,294939,4852264,5147203,294939,4852264,13,209479412,209479412,2101778700,2101778700,0,0,0,0,1094031,1094031,2102574,2102574,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:55:28,5912883,0,6175395,11245387,11932720,6175395,11245387,75530796,0,294939,4852264,5147203,294939,4852264,14,209479621,209479621,2101778870,2101778870,0,0,0,0,1094033,1094033,2102576,2102576,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_03:58:42,5912883,0,6176575,11246567,11933900,6176575,11246567,75530940,0,294939,4852264,5147203,294939,4852264,14,209479621,209479621,2101778966,2101778966,0,0,0,0,1094033,1094033,2102577,2102577,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:01:56,5914101,0,6177401,11247393,11934726,6177401,11247393,75531110,0,294939,4852264,5147203,294939,4852264,12,209480839,209480839,2101779136,2101779136,0,0,0,0,1094035,1094035,2102579,2102579,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:05:10,5914101,0,6178581,11248573,11935906,6178581,11248573,75531110,0,294939,4852264,5147203,294939,4852264,13,209480839,209480839,2101779136,2101779136,0,0,0,0,1094035,1094035,2102579,2102579,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:08:23,5914101,0,6179879,11249871,11937204,6179879,11249871,75531110,0,294939,4852264,5147203,294939,4852264,15,209480839,209480839,2101779136,2101779136,0,0,0,0,1094035,1094035,2102579,2102579,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:11:37,5914101,0,6180705,11250697,11938030,6180705,11250697,75531110,0,294939,4852264,5147203,294939,4852264,13,209480839,209480839,2101779136,2101779136,0,0,0,0,1094035,1094035,2102579,2102579,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:14:50,5915321,0,6181885,11251877,11939210,6181885,11251877,75531280,0,294939,4852264,5147203,294939,4852264,14,209482059,209482059,2101779306,2101779306,0,0,0,0,1094037,1094037,2102581,2102581,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:18:04,5915321,0,6182711,11252703,11940036,6182711,11252703,75531280,0,294939,4852264,5147203,294939,4852264,12,209482059,209482059,2101779306,2101779306,0,0,0,0,1094037,1094037,2102581,2102581,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:21:18,5915321,0,6184009,11254001,11941334,6184009,11254001,75531280,0,294939,4852264,5147203,294939,4852264,13,209482059,209482059,2101779306,2101779306,0,0,0,0,1094037,1094037,2102581,2102581,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:24:31,5915530,0,6184835,11254827,11942160,6184835,11254827,75531450,0,294939,4852264,5147203,294939,4852264,13,209482268,209482268,2101779476,2101779476,0,0,0,0,1094039,1094039,2102583,2102583,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:27:45,5915530,0,6186133,11256125,11943458,6186133,11256125,75531450,0,294939,4852264,5147203,294939,4852264,14,209482268,209482268,2101779476,2101779476,0,0,0,0,1094039,1094039,2102583,2102583,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:30:58,5916750,0,6186959,11256951,11944284,6186959,11256951,75531620,0,294939,4852264,5147203,294939,4852264,12,209483488,209483488,2101779646,2101779646,0,0,0,0,1094041,1094041,2102585,2102585,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:34:12,5916750,0,6188139,11258131,11945464,6188139,11258131,75531620,0,294939,4852264,5147203,294939,4852264,12,209483488,209483488,2101779646,2101779646,0,0,0,0,1094041,1094041,2102585,2102585,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:37:26,5916750,0,6189201,11259193,11946526,6189201,11259193,75531620,0,294939,4852264,5147203,294939,4852264,14,209483488,209483488,2101779646,2101779646,0,0,0,0,1094041,1094041,2102585,2102585,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:40:39,5916750,0,6190263,11260255,11947588,6190263,11260255,75531620,0,294939,4852264,5147203,294939,4852264,14,209483488,209483488,2101779646,2101779646,0,0,0,0,1094041,1094041,2102585,2102585,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:43:53,5918054,0,6191443,11261435,11948768,6191443,11261435,75531888,0,294939,4852264,5147203,294939,4852264,15,209484792,209484792,2101779914,2101779914,0,0,0,0,1094044,1094044,2102588,2102588,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:47:07,5918054,0,6192269,11262261,11949594,6192269,11262261,75531888,0,294939,4852264,5147203,294939,4852264,11,209484792,209484792,2101779914,2101779914,0,0,0,0,1094044,1094044,2102588,2102588,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:50:20,5918054,0,6193449,11263441,11950774,6193449,11263441,75531888,0,294939,4852264,5147203,294939,4852264,13,209484792,209484792,2101779914,2101779914,0,0,0,0,1094044,1094044,2102588,2102588,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:53:34,5918263,0,6194393,11264385,11951718,6194393,11264385,75532058,0,294939,4852264,5147203,294939,4852264,15,209485001,209485001,2101780084,2101780084,0,0,0,0,1094046,1094046,2102590,2102590,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_04:56:47,5918263,0,6195573,11265565,11952898,6195573,11265565,75532058,0,294939,4852264,5147203,294939,4852264,13,209485001,209485001,2101780084,2101780084,0,0,0,0,1094046,1094046,2102590,2102590,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:00:01,5919483,0,6196399,11266391,11953724,6196399,11266391,75532228,0,294939,4852264,5147203,294939,4852264,12,209486221,209486221,2101780254,2101780254,0,0,0,0,1094048,1094048,2102592,2102592,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:03:15,5919483,0,6197697,11267689,11955022,6197697,11267689,75532228,0,294939,4852264,5147203,294939,4852264,14,209486221,209486221,2101780254,2101780254,0,0,0,0,1094048,1094048,2102592,2102592,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:06:28,5919483,0,6198877,11268869,11956202,6198877,11268869,75532228,0,294939,4852264,5147203,294939,4852264,13,209486221,209486221,2101780254,2101780254,0,0,0,0,1094048,1094048,2102592,2102592,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:09:42,5919483,0,6199821,11269813,11957146,6199821,11269813,75532228,0,294939,4852264,5147203,294939,4852264,13,209486221,209486221,2101780254,2101780254,0,0,0,0,1094048,1094048,2102592,2102592,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:12:55,5919483,0,6201001,11270993,11958326,6201001,11270993,75532228,0,294939,4852264,5147203,294939,4852264,14,209486221,209486221,2101780254,2101780254,0,0,0,0,1094048,1094048,2102592,2102592,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:16:09,5920703,0,6201827,11271819,11959152,6201827,11271819,75532398,0,294939,4852264,5147203,294939,4852264,12,209487441,209487441,2101780424,2101780424,0,0,0,0,1094050,1094050,2102594,2102594,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:19:23,5920703,0,6203125,11273117,11960450,6203125,11273117,75532398,0,294939,4852264,5147203,294939,4852264,13,209487441,209487441,2101780424,2101780424,0,0,0,0,1094050,1094050,2102594,2102594,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:22:36,5920912,0,6203951,11273943,11961276,6203951,11273943,75532568,0,294939,4852264,5147203,294939,4852264,13,209487650,209487650,2101780594,2101780594,0,0,0,0,1094052,1094052,2102596,2102596,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:25:50,5920912,0,6205249,11275241,11962574,6205249,11275241,75532568,0,294939,4852264,5147203,294939,4852264,14,209487650,209487650,2101780594,2101780594,0,0,0,0,1094052,1094052,2102596,2102596,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:29:04,5922132,0,6206075,11276067,11963400,6206075,11276067,75532738,0,294939,4852264,5147203,294939,4852264,13,209488870,209488870,2101780764,2101780764,0,0,0,0,1094054,1094054,2102598,2102598,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:32:17,5922132,0,6207255,11277247,11964580,6207255,11277247,75532738,0,294939,4852264,5147203,294939,4852264,12,209488870,209488870,2101780764,2101780764,0,0,0,0,1094054,1094054,2102598,2102598,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:35:31,5922132,0,6208199,11278191,11965524,6208199,11278191,75532738,0,294939,4852264,5147203,294939,4852264,14,209488870,209488870,2101780764,2101780764,0,0,0,0,1094054,1094054,2102598,2102598,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:38:44,5922132,0,6209379,11279371,11966704,6209379,11279371,75532738,0,294939,4852264,5147203,294939,4852264,13,209488870,209488870,2101780764,2101780764,0,0,0,0,1094054,1094054,2102598,2102598,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:41:58,5922132,0,6210677,11280669,11968002,6210677,11280669,75532738,0,294939,4852264,5147203,294939,4852264,14,209488870,209488870,2101780764,2101780764,0,0,0,0,1094054,1094054,2102598,2102598,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:45:12,5923352,0,6211503,11281495,11968828,6211503,11281495,75532908,0,294939,4852264,5147203,294939,4852264,12,209490090,209490090,2101780934,2101780934,0,0,0,0,1094056,1094056,2102600,2102600,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:48:25,5923645,0,6212683,11282675,11970008,6212683,11282675,75533176,0,294939,4852264,5147203,294939,4852264,15,209490383,209490383,2101781202,2101781202,0,0,0,0,1094059,1094059,2102603,2102603,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:51:39,5923645,0,6213627,11283619,11970952,6213627,11283619,75533176,0,294939,4852264,5147203,294939,4852264,13,209490383,209490383,2101781202,2101781202,0,0,0,0,1094059,1094059,2102603,2102603,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:54:53,5923645,0,6214807,11284799,11972132,6214807,11284799,75533176,0,294939,4852264,5147203,294939,4852264,14,209490383,209490383,2101781202,2101781202,0,0,0,0,1094059,1094059,2102603,2102603,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_05:58:06,5923645,0,6215751,11285743,11973076,6215751,11285743,75533176,0,294939,4852264,5147203,294939,4852264,12,209490383,209490383,2101781202,2101781202,0,0,0,0,1094059,1094059,2102603,2102603,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:01:20,5924865,0,6217049,11287041,11974374,6217049,11287041,75533346,0,294939,4852264,5147203,294939,4852264,13,209491603,209491603,2101781372,2101781372,0,0,0,0,1094061,1094061,2102605,2102605,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:04:34,5924865,0,6217875,11287867,11975200,6217875,11287867,75533346,0,294939,4852264,5147203,294939,4852264,12,209491603,209491603,2101781372,2101781372,0,0,0,0,1094061,1094061,2102605,2102605,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:07:47,5924865,0,6218937,11288929,11976262,6218937,11288929,75533346,0,294939,4852264,5147203,294939,4852264,13,209491603,209491603,2101781372,2101781372,0,0,0,0,1094061,1094061,2102605,2102605,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:11:01,5924865,0,6219763,11289755,11977088,6219763,11289755,75533346,0,294939,4852264,5147203,294939,4852264,14,209491603,209491603,2101781372,2101781372,0,0,0,0,1094061,1094061,2102605,2102605,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:14:15,5926085,0,6221061,11291053,11978386,6221061,11291053,75533516,0,294939,4852264,5147203,294939,4852264,12,209492823,209492823,2101781542,2101781542,0,0,0,0,1094063,1094063,2102607,2102607,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:17:28,5926294,0,6222241,11292233,11979566,6222241,11292233,75533614,0,294939,4852264,5147203,294939,4852264,13,209493032,209493032,2101781640,2101781640,0,0,0,0,1094065,1094065,2102608,2102608,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:20:42,5926294,0,6223185,11293177,11980510,6223185,11293177,75533614,0,294939,4852264,5147203,294939,4852264,14,209493032,209493032,2101781640,2101781640,0,0,0,0,1094065,1094065,2102608,2102608,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:23:56,5926294,0,6224365,11294357,11981690,6224365,11294357,75533614,0,294939,4852264,5147203,294939,4852264,14,209493032,209493032,2101781640,2101781640,0,0,0,0,1094065,1094065,2102608,2102608,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:27:09,5926294,0,6225309,11295301,11982634,6225309,11295301,75533614,0,294939,4852264,5147203,294939,4852264,12,209493032,209493032,2101781640,2101781640,0,0,0,0,1094065,1094065,2102608,2102608,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:30:23,5927515,0,6226489,11296481,11983814,6226489,11296481,75533784,0,294939,4852264,5147203,294939,4852264,13,209494253,209494253,2101781810,2101781810,0,0,0,0,1094067,1094067,2102610,2102610,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:33:36,5927515,0,6227433,11297425,11984758,6227433,11297425,75533784,0,294939,4852264,5147203,294939,4852264,15,209494253,209494253,2101781810,2101781810,0,0,0,0,1094067,1094067,2102610,2102610,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:36:50,5927515,0,6228613,11298605,11985938,6228613,11298605,75533784,0,294939,4852264,5147203,294939,4852264,14,209494253,209494253,2101781810,2101781810,0,0,0,0,1094067,1094067,2102610,2102610,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:40:04,5927515,0,6229557,11299549,11986882,6229557,11299549,75533784,0,294939,4852264,5147203,294939,4852264,13,209494253,209494253,2101781810,2101781810,0,0,0,0,1094067,1094067,2102610,2102610,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:43:17,5927515,0,6230737,11300729,11988062,6230737,11300729,75533784,0,294939,4852264,5147203,294939,4852264,14,209494253,209494253,2101781810,2101781810,0,0,0,0,1094067,1094067,2102610,2102610,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:46:31,5928946,0,6231917,11301909,11989242,6231917,11301909,75534124,0,294939,4852264,5147203,294939,4852264,13,209495684,209495684,2101782150,2101782150,0,0,0,0,1094071,1094071,2102614,2102614,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:49:45,5928946,0,6232743,11302735,11990068,6232743,11302735,75534124,0,294939,4852264,5147203,294939,4852264,13,209495684,209495684,2101782150,2101782150,0,0,0,0,1094071,1094071,2102614,2102614,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:52:58,5928946,0,6234041,11304033,11991366,6234041,11304033,75534124,0,294939,4852264,5147203,294939,4852264,14,209495684,209495684,2101782150,2101782150,0,0,0,0,1094071,1094071,2102614,2102614,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:56:12,5928946,0,6234867,11304859,11992192,6234867,11304859,75534124,0,294939,4852264,5147203,294939,4852264,13,209495684,209495684,2101782150,2101782150,0,0,0,0,1094071,1094071,2102614,2102614,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_06:59:26,5930166,0,6236165,11306157,11993490,6236165,11306157,75534294,0,294939,4852264,5147203,294939,4852264,13,209496904,209496904,2101782320,2101782320,0,0,0,0,1094073,1094073,2102616,2102616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_07:02:39,5930166,0,6236873,11306865,11994198,6236873,11306865,75534294,0,294939,4852264,5147203,294939,4852264,13,209496904,209496904,2101782320,2101782320,0,0,0,0,1094073,1094073,2102616,2102616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_07:05:53,5930166,0,6238053,11308045,11995378,6238053,11308045,75534294,0,294939,4852264,5147203,294939,4852264,12,209496904,209496904,2101782320,2101782320,0,0,0,0,1094073,1094073,2102616,2102616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_07:09:07,5930166,0,6238879,11308871,11996204,6238879,11308871,75534294,0,294939,4852264,5147203,294939,4852264,13,209496904,209496904,2101782320,2101782320,0,0,0,0,1094073,1094073,2102616,2102616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/30/2022_07:12:20,5930375,0,6240177,11310169,11997502,6240177,11310169,75534464,0,294939,4852264,5147203,294939,4852264,12,209497113,209497113,2101782490,2101782490,0,0,0,0,1094075,1094075,2102618,2102618,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
