TIME,FREE_MEM,PID,RSS,OOM_SCORE,OOM_SCORE_ADJ,OOM_ADJ,CMD,CLIENT_COUNT,USB(RNDIS)
06/29/2022_13:56:20,559,262,1044,0,-1000,-17,udevd,0,0
06/29/2022_13:56:20,559,287,872,0,-1000,-17,udevd,0,0
06/29/2022_13:56:20,559,288,776,0,-1000,-17,udevd,0,0
06/29/2022_13:56:20,559,318,776,0,0,0,syslogd,0,0
06/29/2022_13:56:20,559,523,2368,3,0,0,ipacm_perf,0,0
06/29/2022_13:56:20,559,527,300,0,0,0,init_mss,0,0
06/29/2022_13:56:20,559,534,3624,4,0,0,ipacm,0,0
06/29/2022_13:56:20,559,558,1668,2,0,0,ipacmdiag,0,0
06/29/2022_13:56:20,559,572,1532,1,0,0,port_bridge,0,0
06/29/2022_13:56:20,559,584,4868,6,0,0,netmgrd,0,0
06/29/2022_13:56:20,559,591,1168,1,0,0,tftp_server,0,0
06/29/2022_13:56:20,559,680,228,0,0,0,qrtr-ns,0,0
06/29/2022_13:56:20,559,695,2396,3,0,0,qti,0,0
06/29/2022_13:56:20,559,711,328,0,0,0,rngd,0,0
06/29/2022_13:56:20,559,765,1012,1,0,0,syslogd_monitor,0,0
06/29/2022_13:56:20,559,783,596,0,0,0,mifi_debugd,0,0
06/29/2022_13:56:20,559,799,1384,1,0,0,msgbusd,0,0
06/29/2022_13:56:20,559,837,5536,6,0,0,settingsd,0,0
06/29/2022_13:56:20,559,838,3212,4,0,0,dsmd,0,0
06/29/2022_13:56:20,559,848,1680,2,0,0,mifi_healthd,0,0
06/29/2022_13:56:20,559,943,796,1,0,0,nvtl_mem_diag.s,0,0
06/29/2022_13:56:20,559,986,1624,2,0,0,mifi_watchdogd,0,0
06/29/2022_13:56:20,559,1093,2908,3,0,0,router2d,0,0
06/29/2022_13:56:20,559,1094,2708,3,0,0,usbd,0,0
06/29/2022_13:56:20,559,1099,1684,2,0,0,wan_mgrd,0,0
06/29/2022_13:56:20,559,1106,1292,1,0,0,devuid,0,0
06/29/2022_13:56:20,559,1185,3276,4,0,0,ansd,0,0
06/29/2022_13:56:20,559,1237,2316,2,0,0,wifid,0,0
06/29/2022_13:56:20,559,1257,4464,5,0,0,powersaved,0,0
06/29/2022_13:56:20,559,1274,4012,5,0,0,factory_resetd,0,0
06/29/2022_13:56:20,559,1302,3060,3,0,0,fotad,0,0
06/29/2022_13:56:20,559,1314,5920,7,0,0,modem2d,0,0
06/29/2022_13:56:20,559,1315,3680,4,0,0,duad,0,0
06/29/2022_13:56:20,559,1333,2504,3,0,0,sim_mgrd,0,0
06/29/2022_13:56:20,559,1345,2296,2,0,0,ccm2d,0,0
06/29/2022_13:56:20,559,1355,1900,2,0,0,adbd,0,0
06/29/2022_13:56:20,559,1384,2980,3,0,0,gpsd,0,0
06/29/2022_13:56:20,559,1413,2444,3,0,0,smsd,0,0
06/29/2022_13:56:20,559,1445,6628,8,0,0,dmdbd,0,0
06/29/2022_13:56:20,559,1480,1784,2,0,0,vpnd,0,0
06/29/2022_13:56:20,559,1506,3252,4,0,0,ledd,0,0
06/29/2022_13:56:20,559,1507,1412,1,0,0,diag_read,0,0
06/29/2022_13:56:20,559,1666,4700,5,0,0,nua_timer_watch,0,0
06/29/2022_13:56:20,559,1686,13m,17,0,0,deviceagentd,0,0
06/29/2022_13:56:20,559,1687,2120,2,0,0,emd,0,0
06/29/2022_13:56:20,559,1748,5524,6,0,0,cloud_engined,0,0
06/29/2022_13:56:20,559,1763,4772,6,0,0,nuad,0,0
06/29/2022_13:56:20,559,1793,6356,8,0,0,webuid,0,0
06/29/2022_13:56:20,559,1891,2296,2,0,0,lighttpd,0,0
06/29/2022_13:56:20,559,1892,4576,5,0,0,sysser.fcgi,0,0
06/29/2022_13:56:20,559,1893,5736,7,0,0,restapi.fcgi,0,0
06/29/2022_13:56:20,559,1911,2260,2,0,0,qmuxbridge,0,0
06/29/2022_13:56:20,559,1912,616,0,0,0,getty,0,0
06/29/2022_13:56:20,559,1941,3288,4,0,0,hostapd,0,0
06/29/2022_13:56:20,559,1960,3276,4,0,0,hostapd,0,0
06/29/2022_13:56:20,559,2337,2988,3,0,0,dhcpd,0,0
06/29/2022_13:56:20,559,3537,516,0,0,0,radvd,0,0
06/29/2022_13:56:20,559,3540,328,0,0,0,radvd,0,0
06/29/2022_13:56:20,559,3560,1848,2,0,0,dhcpd6,0,0
06/29/2022_13:56:20,559,3609,792,1,0,0,dnsmasq,0,0
06/29/2022_13:56:20,559,12643,408,0,0,0,sleep,0,0
06/29/2022_13:56:20,559,12655,620,0,0,0,ps,0,0
06/29/2022_13:56:20,559,12656,568,0,0,0,awk,0,0
06/29/2022_13:59:33,559,838,3216,4,0,0,dsmd,0,0
06/29/2022_13:59:33,559,13470,408,0,0,0,sleep,0,0
06/29/2022_13:59:33,559,13495,620,0,0,0,ps,0,0
06/29/2022_13:59:33,559,13496,568,0,0,0,awk,0,0
06/29/2022_14:02:47,559,14329,408,0,0,0,sleep,0,0
06/29/2022_14:02:47,559,14360,620,0,0,0,ps,0,0
06/29/2022_14:02:47,559,14361,568,0,0,0,awk,0,0
06/29/2022_14:06:00,559,15201,408,0,0,0,sleep,0,0
06/29/2022_14:06:00,559,15222,620,0,0,0,ps,0,0
06/29/2022_14:06:00,559,15223,568,0,0,0,awk,0,0
06/29/2022_14:09:14,559,16069,408,0,0,0,sleep,0,0
06/29/2022_14:09:14,559,16081,620,0,0,0,ps,0,0
06/29/2022_14:09:14,559,16082,568,0,0,0,awk,0,0
06/29/2022_14:12:28,559,765,1016,1,0,0,syslogd_monitor,0,0
06/29/2022_14:12:28,559,16923,408,0,0,0,sleep,0,0
06/29/2022_14:12:28,559,16948,620,0,0,0,ps,0,0
06/29/2022_14:12:28,559,16949,568,0,0,0,awk,0,0
06/29/2022_14:15:41,559,17777,408,0,0,0,sleep,0,0
06/29/2022_14:15:41,559,17808,620,0,0,0,ps,0,0
06/29/2022_14:15:41,559,17809,568,0,0,0,awk,0,0
06/29/2022_14:18:55,559,18665,408,0,0,0,sleep,0,0
06/29/2022_14:18:55,559,18677,620,0,0,0,ps,0,0
06/29/2022_14:18:55,559,18678,568,0,0,0,awk,0,0
06/29/2022_14:22:09,559,19518,408,0,0,0,sleep,0,0
06/29/2022_14:22:09,559,19536,620,0,0,0,ps,0,0
06/29/2022_14:22:09,559,19537,568,0,0,0,awk,0,0
06/29/2022_14:25:22,559,20389,408,0,0,0,sleep,0,0
06/29/2022_14:25:22,559,20408,620,0,0,0,ps,0,0
06/29/2022_14:25:22,559,20409,568,0,0,0,awk,0,0
06/29/2022_14:28:36,559,21245,408,0,0,0,sleep,0,0
06/29/2022_14:28:36,559,21270,620,0,0,0,ps,0,0
06/29/2022_14:28:36,559,21271,568,0,0,0,awk,0,0
06/29/2022_14:31:50,559,22101,408,0,0,0,sleep,0,0
06/29/2022_14:31:50,559,22132,620,0,0,0,ps,0,0
06/29/2022_14:31:50,559,22133,568,0,0,0,awk,0,0
06/29/2022_14:35:03,559,22988,408,0,0,0,sleep,0,0
06/29/2022_14:35:03,559,23006,620,0,0,0,ps,0,0
06/29/2022_14:35:03,559,23007,568,0,0,0,awk,0,0
06/29/2022_14:38:17,559,23853,408,0,0,0,sleep,0,0
06/29/2022_14:38:17,559,23865,620,0,0,0,ps,0,0
06/29/2022_14:38:17,559,23866,568,0,0,0,awk,0,0
06/29/2022_14:41:31,559,24706,408,0,0,0,sleep,0,0
06/29/2022_14:41:31,559,24725,620,0,0,0,ps,0,0
06/29/2022_14:41:31,559,24726,568,0,0,0,awk,0,0
06/29/2022_14:44:44,559,25553,408,0,0,0,sleep,0,0
06/29/2022_14:44:44,559,25584,620,0,0,0,ps,0,0
06/29/2022_14:44:44,559,25585,568,0,0,0,awk,0,0
06/29/2022_14:47:58,559,26442,408,0,0,0,sleep,0,0
06/29/2022_14:47:58,559,26460,620,0,0,0,ps,0,0
06/29/2022_14:47:58,559,26461,568,0,0,0,awk,0,0
06/29/2022_14:51:12,559,27292,408,0,0,0,sleep,0,0
06/29/2022_14:51:12,559,27316,620,0,0,0,ps,0,0
06/29/2022_14:51:12,559,27317,568,0,0,0,awk,0,0
06/29/2022_14:54:25,559,28162,408,0,0,0,sleep,0,0
06/29/2022_14:54:25,559,28181,620,0,0,0,ps,0,0
06/29/2022_14:54:25,559,28182,568,0,0,0,awk,0,0
06/29/2022_14:57:39,559,29018,408,0,0,0,sleep,0,0
06/29/2022_14:57:39,559,29043,620,0,0,0,ps,0,0
06/29/2022_14:57:39,559,29044,568,0,0,0,awk,0,0
06/29/2022_15:00:53,559,1314,5924,7,0,0,modem2d,0,0
06/29/2022_15:00:53,559,29874,408,0,0,0,sleep,0,0
06/29/2022_15:00:53,559,29911,620,0,0,0,ps,0,0
06/29/2022_15:00:53,559,29912,568,0,0,0,awk,0,0
06/29/2022_15:04:06,559,30759,408,0,0,0,sleep,0,0
06/29/2022_15:04:06,559,30780,620,0,0,0,ps,0,0
06/29/2022_15:04:06,559,30781,568,0,0,0,awk,0,0
06/29/2022_15:07:20,559,31627,408,0,0,0,sleep,0,0
06/29/2022_15:07:20,559,31639,620,0,0,0,ps,0,0
06/29/2022_15:07:20,559,31640,568,0,0,0,awk,0,0
06/29/2022_15:10:34,559,32477,408,0,0,0,sleep,0,0
06/29/2022_15:10:34,559,32499,620,0,0,0,ps,0,0
06/29/2022_15:10:34,559,32500,568,0,0,0,awk,0,0
06/29/2022_15:13:47,560,988,408,0,0,0,sleep,0,0
06/29/2022_15:13:47,560,1021,620,0,0,0,ps,0,0
06/29/2022_15:13:47,560,1022,568,0,0,0,awk,0,0
06/29/2022_15:17:01,559,1999,408,0,0,0,sleep,0,0
06/29/2022_15:17:01,559,2012,620,0,0,0,ps,0,0
06/29/2022_15:17:01,559,2013,568,0,0,0,awk,0,0
06/29/2022_15:20:14,559,2856,408,0,0,0,sleep,0,0
06/29/2022_15:20:14,559,2874,620,0,0,0,ps,0,0
06/29/2022_15:20:14,559,2875,568,0,0,0,awk,0,0
06/29/2022_15:23:28,559,3739,408,0,0,0,sleep,0,0
06/29/2022_15:23:28,559,3758,620,0,0,0,ps,0,0
06/29/2022_15:23:28,559,3759,568,0,0,0,awk,0,0
06/29/2022_15:26:42,559,4585,408,0,0,0,sleep,0,0
06/29/2022_15:26:42,559,4616,620,0,0,0,ps,0,0
06/29/2022_15:26:42,559,4617,568,0,0,0,awk,0,0
06/29/2022_15:29:55,559,5441,408,0,0,0,sleep,0,0
06/29/2022_15:29:55,559,5478,620,0,0,0,ps,0,0
06/29/2022_15:29:55,559,5479,568,0,0,0,awk,0,0
06/29/2022_15:33:09,559,6325,408,0,0,0,sleep,0,0
06/29/2022_15:33:09,559,6343,620,0,0,0,ps,0,0
06/29/2022_15:33:09,559,6344,568,0,0,0,awk,0,0
06/29/2022_15:36:23,559,7193,408,0,0,0,sleep,0,0
06/29/2022_15:36:23,559,7211,620,0,0,0,ps,0,0
06/29/2022_15:36:23,559,7212,568,0,0,0,awk,0,0
06/29/2022_15:39:36,559,8043,408,0,0,0,sleep,0,0
06/29/2022_15:39:36,559,8071,620,0,0,0,ps,0,0
06/29/2022_15:39:36,559,8072,568,0,0,0,awk,0,0
06/29/2022_15:42:50,559,8897,408,0,0,0,sleep,0,0
06/29/2022_15:42:50,559,8928,620,0,0,0,ps,0,0
06/29/2022_15:42:50,559,8929,568,0,0,0,awk,0,0
06/29/2022_15:46:03,559,9782,408,0,0,0,sleep,0,0
06/29/2022_15:46:03,559,9794,620,0,0,0,ps,0,0
06/29/2022_15:46:03,559,9795,568,0,0,0,awk,0,0
06/29/2022_15:49:17,559,10639,408,0,0,0,sleep,0,0
06/29/2022_15:49:17,559,10663,620,0,0,0,ps,0,0
06/29/2022_15:49:17,559,10664,568,0,0,0,awk,0,0
06/29/2022_15:52:31,559,11514,408,0,0,0,sleep,0,0
06/29/2022_15:52:31,559,11533,620,0,0,0,ps,0,0
06/29/2022_15:52:31,559,11534,568,0,0,0,awk,0,0
06/29/2022_15:55:44,559,12370,408,0,0,0,sleep,0,0
06/29/2022_15:55:44,559,12395,620,0,0,0,ps,0,0
06/29/2022_15:55:44,559,12396,568,0,0,0,awk,0,0
06/29/2022_15:58:58,559,13226,408,0,0,0,sleep,0,0
06/29/2022_15:58:58,559,13262,620,0,0,0,ps,0,0
06/29/2022_15:58:58,559,13263,568,0,0,0,awk,0,0
06/29/2022_16:02:12,559,14114,408,0,0,0,sleep,0,0
06/29/2022_16:02:12,559,14132,620,0,0,0,ps,0,0
06/29/2022_16:02:12,559,14133,568,0,0,0,awk,0,0
06/29/2022_16:05:25,559,14988,408,0,0,0,sleep,0,0
06/29/2022_16:05:25,559,15000,620,0,0,0,ps,0,0
06/29/2022_16:05:25,559,15001,568,0,0,0,awk,0,0
06/29/2022_16:08:39,559,15832,408,0,0,0,sleep,0,0
06/29/2022_16:08:39,559,15860,620,0,0,0,ps,0,0
06/29/2022_16:08:39,559,15861,568,0,0,0,awk,0,0
06/29/2022_16:11:53,559,16687,408,0,0,0,sleep,0,0
06/29/2022_16:11:53,559,16718,620,0,0,0,ps,0,0
06/29/2022_16:11:53,559,16719,568,0,0,0,awk,0,0
06/29/2022_16:15:06,559,17571,408,0,0,0,sleep,0,0
06/29/2022_16:15:06,559,17589,620,0,0,0,ps,0,0
06/29/2022_16:15:06,559,17590,568,0,0,0,awk,0,0
06/29/2022_16:18:20,559,18429,408,0,0,0,sleep,0,0
06/29/2022_16:18:20,559,18453,620,0,0,0,ps,0,0
06/29/2022_16:18:20,559,18454,568,0,0,0,awk,0,0
06/29/2022_16:21:34,559,19303,408,0,0,0,sleep,0,0
06/29/2022_16:21:34,559,19322,620,0,0,0,ps,0,0
06/29/2022_16:21:34,559,19323,568,0,0,0,awk,0,0
06/29/2022_16:24:47,559,20153,408,0,0,0,sleep,0,0
06/29/2022_16:24:47,559,20184,620,0,0,0,ps,0,0
06/29/2022_16:24:47,559,20185,568,0,0,0,awk,0,0
06/29/2022_16:28:01,559,21007,408,0,0,0,sleep,0,0
06/29/2022_16:28:01,559,21045,620,0,0,0,ps,0,0
06/29/2022_16:28:01,559,21046,568,0,0,0,awk,0,0
06/29/2022_16:31:15,559,21888,408,0,0,0,sleep,0,0
06/29/2022_16:31:15,559,21906,620,0,0,0,ps,0,0
06/29/2022_16:31:15,559,21907,568,0,0,0,awk,0,0
06/29/2022_16:34:28,559,22762,408,0,0,0,sleep,0,0
06/29/2022_16:34:28,559,22774,620,0,0,0,ps,0,0
06/29/2022_16:34:28,559,22775,568,0,0,0,awk,0,0
06/29/2022_16:37:42,559,23612,408,0,0,0,sleep,0,0
06/29/2022_16:37:42,559,23640,620,0,0,0,ps,0,0
06/29/2022_16:37:42,559,23641,568,0,0,0,awk,0,0
06/29/2022_16:40:56,559,765,1020,1,0,0,syslogd_monitor,0,0
06/29/2022_16:40:56,559,24466,408,0,0,0,sleep,0,0
06/29/2022_16:40:56,559,24497,620,0,0,0,ps,0,0
06/29/2022_16:40:56,559,24498,568,0,0,0,awk,0,0
06/29/2022_16:44:09,559,838,3220,4,0,0,dsmd,0,0
06/29/2022_16:44:09,559,25350,408,0,0,0,sleep,0,0
06/29/2022_16:44:09,559,25362,620,0,0,0,ps,0,0
06/29/2022_16:44:09,559,25363,568,0,0,0,awk,0,0
06/29/2022_16:47:23,558,26202,408,0,0,0,sleep,0,0
06/29/2022_16:47:23,558,26226,620,0,0,0,ps,0,0
06/29/2022_16:47:23,558,26227,568,0,0,0,awk,0,0
06/29/2022_16:50:36,558,27066,408,0,0,0,sleep,0,0
06/29/2022_16:50:36,558,27091,620,0,0,0,ps,0,0
06/29/2022_16:50:36,558,27092,568,0,0,0,awk,0,0
06/29/2022_16:53:50,559,27920,408,0,0,0,sleep,0,0
06/29/2022_16:53:50,559,27951,620,0,0,0,ps,0,0
06/29/2022_16:53:50,559,27952,568,0,0,0,awk,0,0
06/29/2022_16:57:04,559,28770,408,0,0,0,sleep,0,0
06/29/2022_16:57:04,559,28811,620,0,0,0,ps,0,0
06/29/2022_16:57:04,559,28812,568,0,0,0,awk,0,0
06/29/2022_17:00:17,559,29651,408,0,0,0,sleep,0,0
06/29/2022_17:00:17,559,29669,620,0,0,0,ps,0,0
06/29/2022_17:00:17,559,29670,568,0,0,0,awk,0,0
06/29/2022_17:03:31,559,30524,408,0,0,0,sleep,0,0
06/29/2022_17:03:31,559,30542,620,0,0,0,ps,0,0
06/29/2022_17:03:31,559,30543,568,0,0,0,awk,0,0
06/29/2022_17:06:44,559,31376,408,0,0,0,sleep,0,0
06/29/2022_17:06:44,559,31401,620,0,0,0,ps,0,0
06/29/2022_17:06:44,559,31402,568,0,0,0,awk,0,0
06/29/2022_17:09:58,559,32229,408,0,0,0,sleep,0,0
06/29/2022_17:09:58,559,32260,620,0,0,0,ps,0,0
06/29/2022_17:09:58,559,32261,568,0,0,0,awk,0,0
06/29/2022_17:13:12,559,714,408,0,0,0,sleep,0,0
06/29/2022_17:13:12,559,728,620,0,0,0,ps,0,0
06/29/2022_17:13:12,559,729,568,0,0,0,awk,0,0
06/29/2022_17:16:26,559,1728,408,0,0,0,sleep,0,0
06/29/2022_17:16:26,559,1735,620,0,0,0,ps,0,0
06/29/2022_17:16:26,559,1736,568,0,0,0,awk,0,0
06/29/2022_17:19:39,559,2623,408,0,0,0,sleep,0,0
06/29/2022_17:19:39,559,2642,620,0,0,0,ps,0,0
06/29/2022_17:19:39,559,2643,568,0,0,0,awk,0,0
06/29/2022_17:22:53,559,3480,408,0,0,0,sleep,0,0
06/29/2022_17:22:53,559,3505,620,0,0,0,ps,0,0
06/29/2022_17:22:53,559,3506,568,0,0,0,awk,0,0
06/29/2022_17:26:06,559,4368,408,0,0,0,sleep,0,0
06/29/2022_17:26:06,559,4380,620,0,0,0,ps,0,0
06/29/2022_17:26:06,559,4381,568,0,0,0,awk,0,0
06/29/2022_17:29:20,559,5215,408,0,0,0,sleep,0,0
06/29/2022_17:29:20,559,5239,620,0,0,0,ps,0,0
06/29/2022_17:29:20,559,5240,568,0,0,0,awk,0,0
06/29/2022_17:32:34,559,6088,408,0,0,0,sleep,0,0
06/29/2022_17:32:34,559,6107,620,0,0,0,ps,0,0
06/29/2022_17:32:34,559,6108,568,0,0,0,awk,0,0
06/29/2022_17:35:47,559,6939,408,0,0,0,sleep,0,0
06/29/2022_17:35:47,559,6964,620,0,0,0,ps,0,0
06/29/2022_17:35:47,559,6965,568,0,0,0,awk,0,0
06/29/2022_17:39:01,559,7792,408,0,0,0,sleep,0,0
06/29/2022_17:39:01,559,7829,620,0,0,0,ps,0,0
06/29/2022_17:39:01,559,7830,568,0,0,0,awk,0,0
06/29/2022_17:42:15,559,1314,5928,7,0,0,modem2d,0,0
06/29/2022_17:42:15,559,8676,408,0,0,0,sleep,0,0
06/29/2022_17:42:15,559,8694,620,0,0,0,ps,0,0
06/29/2022_17:42:15,559,8695,568,0,0,0,awk,0,0
06/29/2022_17:45:28,560,9552,408,0,0,0,sleep,0,0
06/29/2022_17:45:28,560,9564,620,0,0,0,ps,0,0
06/29/2022_17:45:28,560,9565,568,0,0,0,awk,0,0
06/29/2022_17:48:42,559,10412,408,0,0,0,sleep,0,0
06/29/2022_17:48:42,559,10431,620,0,0,0,ps,0,0
06/29/2022_17:48:42,559,10432,568,0,0,0,awk,0,0
06/29/2022_17:51:56,559,11262,408,0,0,0,sleep,0,0
06/29/2022_17:51:56,559,11293,620,0,0,0,ps,0,0
06/29/2022_17:51:56,559,11294,568,0,0,0,awk,0,0
06/29/2022_17:55:09,559,12144,408,0,0,0,sleep,0,0
06/29/2022_17:55:09,559,12156,620,0,0,0,ps,0,0
06/29/2022_17:55:09,559,12157,568,0,0,0,awk,0,0
06/29/2022_17:58:23,559,12995,408,0,0,0,sleep,0,0
06/29/2022_17:58:23,559,13013,620,0,0,0,ps,0,0
06/29/2022_17:58:23,559,13014,568,0,0,0,awk,0,0
06/29/2022_18:01:36,559,13866,408,0,0,0,sleep,0,0
06/29/2022_18:01:36,559,13879,620,0,0,0,ps,0,0
06/29/2022_18:01:36,559,13880,568,0,0,0,awk,0,0
06/29/2022_18:04:50,559,14722,408,0,0,0,sleep,0,0
06/29/2022_18:04:50,559,14737,572,0,0,0,sh,0,0
06/29/2022_18:04:50,559,14738,600,0,0,0,ping6,0,0
06/29/2022_18:04:50,559,14750,620,0,0,0,ps,0,0
06/29/2022_18:04:50,559,14751,568,0,0,0,awk,0,0
06/29/2022_18:08:04,559,15573,408,0,0,0,sleep,0,0
06/29/2022_18:08:04,559,15610,620,0,0,0,ps,0,0
06/29/2022_18:08:04,559,15611,568,0,0,0,awk,0,0
06/29/2022_18:11:17,559,16461,408,0,0,0,sleep,0,0
06/29/2022_18:11:17,559,16479,620,0,0,0,ps,0,0
06/29/2022_18:11:17,559,16480,568,0,0,0,awk,0,0
06/29/2022_18:14:31,559,17328,408,0,0,0,sleep,0,0
06/29/2022_18:14:31,559,17340,620,0,0,0,ps,0,0
06/29/2022_18:14:31,559,17341,568,0,0,0,awk,0,0
06/29/2022_18:17:45,559,18187,408,0,0,0,sleep,0,0
06/29/2022_18:17:45,559,18212,620,0,0,0,ps,0,0
06/29/2022_18:17:45,559,18213,568,0,0,0,awk,0,0
06/29/2022_18:20:58,559,19038,408,0,0,0,sleep,0,0
06/29/2022_18:20:58,559,19069,620,0,0,0,ps,0,0
06/29/2022_18:20:58,559,19070,568,0,0,0,awk,0,0
06/29/2022_18:24:12,559,19920,408,0,0,0,sleep,0,0
06/29/2022_18:24:12,559,19932,620,0,0,0,ps,0,0
06/29/2022_18:24:12,559,19933,568,0,0,0,awk,0,0
06/29/2022_18:27:25,558,20770,408,0,0,0,sleep,0,0
06/29/2022_18:27:25,558,20794,620,0,0,0,ps,0,0
06/29/2022_18:27:25,558,20795,568,0,0,0,awk,0,0
06/29/2022_18:30:39,558,21640,408,0,0,0,sleep,0,0
06/29/2022_18:30:39,558,21659,620,0,0,0,ps,0,0
06/29/2022_18:30:39,558,21660,568,0,0,0,awk,0,0
06/29/2022_18:33:53,559,22496,408,0,0,0,sleep,0,0
06/29/2022_18:33:53,559,22524,620,0,0,0,ps,0,0
06/29/2022_18:33:53,559,22525,568,0,0,0,awk,0,0
06/29/2022_18:37:06,559,23355,408,0,0,0,sleep,0,0
06/29/2022_18:37:06,559,23386,620,0,0,0,ps,0,0
06/29/2022_18:37:06,559,23387,568,0,0,0,awk,0,0
06/29/2022_18:40:20,559,24243,408,0,0,0,sleep,0,0
06/29/2022_18:40:20,559,24261,620,0,0,0,ps,0,0
06/29/2022_18:40:20,559,24262,568,0,0,0,awk,0,0
06/29/2022_18:43:33,559,25107,408,0,0,0,sleep,0,0
06/29/2022_18:43:33,559,25119,620,0,0,0,ps,0,0
06/29/2022_18:43:33,559,25120,568,0,0,0,awk,0,0
06/29/2022_18:46:47,559,25963,408,0,0,0,sleep,0,0
06/29/2022_18:46:47,559,25982,620,0,0,0,ps,0,0
06/29/2022_18:46:47,559,25983,568,0,0,0,awk,0,0
06/29/2022_18:50:01,559,26814,408,0,0,0,sleep,0,0
06/29/2022_18:50:01,559,26845,620,0,0,0,ps,0,0
06/29/2022_18:50:01,559,26846,568,0,0,0,awk,0,0
06/29/2022_18:53:14,559,27695,408,0,0,0,sleep,0,0
06/29/2022_18:53:14,559,27713,620,0,0,0,ps,0,0
