TIME,FREE_MEM,PID,RSS,OOM_SCORE,OOM_SCORE_ADJ,OOM_ADJ,CMD,CLIENT_COUNT,USB(RNDIS)
06/30/2022_01:04:23,559,30409,408,0,0,0,sleep,0,0
06/30/2022_01:04:23,559,30440,620,0,0,0,ps,0,0
06/30/2022_01:04:23,559,30441,568,0,0,0,awk,0,0
06/30/2022_01:07:37,559,31287,408,0,0,0,sleep,0,0
06/30/2022_01:07:37,559,31299,620,0,0,0,ps,0,0
06/30/2022_01:07:37,559,31300,568,0,0,0,awk,0,0
06/30/2022_01:10:51,559,32144,408,0,0,0,sleep,0,0
06/30/2022_01:10:51,559,32168,620,0,0,0,ps,0,0
06/30/2022_01:10:51,559,32169,568,0,0,0,awk,0,0
06/30/2022_01:14:04,559,575,408,0,0,0,sleep,0,0
06/30/2022_01:14:04,559,600,620,0,0,0,ps,0,0
06/30/2022_01:14:04,559,601,568,0,0,0,awk,0,0
06/30/2022_01:14:04,559,1314,5936,7,0,0,modem2d,0,0
06/30/2022_01:17:18,559,1606,408,0,0,0,sleep,0,0
06/30/2022_01:17:18,559,1631,620,0,0,0,ps,0,0
06/30/2022_01:17:18,559,1632,568,0,0,0,awk,0,0
06/30/2022_01:20:32,559,2503,408,0,0,0,sleep,0,0
06/30/2022_01:20:32,559,2535,620,0,0,0,ps,0,0
06/30/2022_01:20:32,559,2536,568,0,0,0,awk,0,0
06/30/2022_01:23:45,559,3392,408,0,0,0,sleep,0,0
06/30/2022_01:23:45,559,3410,620,0,0,0,ps,0,0
06/30/2022_01:23:45,559,3411,568,0,0,0,awk,0,0
06/30/2022_01:26:59,559,4262,408,0,0,0,sleep,0,0
06/30/2022_01:26:59,559,4274,620,0,0,0,ps,0,0
06/30/2022_01:26:59,559,4275,568,0,0,0,awk,0,0
06/30/2022_01:30:12,559,5119,408,0,0,0,sleep,0,0
06/30/2022_01:30:12,559,5138,620,0,0,0,ps,0,0
06/30/2022_01:30:12,559,5139,568,0,0,0,awk,0,0
06/30/2022_01:33:26,558,5975,408,0,0,0,sleep,0,0
06/30/2022_01:33:26,558,6000,620,0,0,0,ps,0,0
06/30/2022_01:33:26,558,6001,568,0,0,0,awk,0,0
06/30/2022_01:36:40,558,6853,408,0,0,0,sleep,0,0
06/30/2022_01:36:40,558,6871,620,0,0,0,ps,0,0
06/30/2022_01:36:40,558,6872,568,0,0,0,awk,0,0
06/30/2022_01:39:53,559,7713,408,0,0,0,sleep,0,0
06/30/2022_01:39:53,559,7737,620,0,0,0,ps,0,0
06/30/2022_01:39:53,559,7738,568,0,0,0,awk,0,0
06/30/2022_01:43:07,559,8580,408,0,0,0,sleep,0,0
06/30/2022_01:43:07,559,8599,620,0,0,0,ps,0,0
06/30/2022_01:43:07,559,8600,568,0,0,0,awk,0,0
06/30/2022_01:46:21,559,9434,408,0,0,0,sleep,0,0
06/30/2022_01:46:21,559,9459,620,0,0,0,ps,0,0
06/30/2022_01:46:21,559,9460,568,0,0,0,awk,0,0
06/30/2022_01:49:34,559,10293,408,0,0,0,sleep,0,0
06/30/2022_01:49:34,559,10331,620,0,0,0,ps,0,0
06/30/2022_01:49:34,559,10332,568,0,0,0,awk,0,0
06/30/2022_01:52:48,559,11172,408,0,0,0,sleep,0,0
06/30/2022_01:52:48,559,11193,620,0,0,0,ps,0,0
06/30/2022_01:52:48,559,11194,568,0,0,0,awk,0,0
06/30/2022_01:56:01,559,12040,408,0,0,0,sleep,0,0
06/30/2022_01:56:01,559,12052,620,0,0,0,ps,0,0
06/30/2022_01:56:01,559,12053,568,0,0,0,awk,0,0
06/30/2022_01:59:15,559,12893,408,0,0,0,sleep,0,0
06/30/2022_01:59:15,559,12915,620,0,0,0,ps,0,0
06/30/2022_01:59:15,559,12916,568,0,0,0,awk,0,0
06/30/2022_02:02:29,559,13753,408,0,0,0,sleep,0,0
06/30/2022_02:02:29,559,13784,620,0,0,0,ps,0,0
06/30/2022_02:02:29,559,13785,568,0,0,0,awk,0,0
06/30/2022_02:05:42,559,14637,408,0,0,0,sleep,0,0
06/30/2022_02:05:42,559,14649,620,0,0,0,ps,0,0
06/30/2022_02:05:42,559,14650,568,0,0,0,awk,0,0
06/30/2022_02:08:56,559,15493,408,0,0,0,sleep,0,0
06/30/2022_02:08:56,559,15511,620,0,0,0,ps,0,0
06/30/2022_02:08:56,559,15512,568,0,0,0,awk,0,0
06/30/2022_02:12:10,559,16361,408,0,0,0,sleep,0,0
06/30/2022_02:12:10,559,16375,620,0,0,0,ps,0,0
06/30/2022_02:12:10,559,16376,568,0,0,0,awk,0,0
06/30/2022_02:15:23,559,17215,408,0,0,0,sleep,0,0
06/30/2022_02:15:23,559,17240,620,0,0,0,ps,0,0
06/30/2022_02:15:23,559,17241,568,0,0,0,awk,0,0
06/30/2022_02:18:37,559,18069,408,0,0,0,sleep,0,0
06/30/2022_02:18:37,559,18107,620,0,0,0,ps,0,0
06/30/2022_02:18:37,559,18108,568,0,0,0,awk,0,0
06/30/2022_02:21:50,559,18951,408,0,0,0,sleep,0,0
06/30/2022_02:21:50,559,18969,620,0,0,0,ps,0,0
06/30/2022_02:21:50,559,18970,568,0,0,0,awk,0,0
06/30/2022_02:25:04,559,765,1036,1,0,0,syslogd_monitor,0,0
06/30/2022_02:25:04,559,19818,408,0,0,0,sleep,0,0
06/30/2022_02:25:04,559,19836,620,0,0,0,ps,0,0
06/30/2022_02:25:04,559,19837,568,0,0,0,awk,0,0
06/30/2022_02:28:18,558,20669,408,0,0,0,sleep,0,0
06/30/2022_02:28:18,558,20697,620,0,0,0,ps,0,0
06/30/2022_02:28:18,558,20698,568,0,0,0,awk,0,0
06/30/2022_02:31:31,558,21525,408,0,0,0,sleep,0,0
06/30/2022_02:31:31,558,21557,620,0,0,0,ps,0,0
06/30/2022_02:31:31,558,21558,568,0,0,0,awk,0,0
06/30/2022_02:34:45,559,22417,408,0,0,0,sleep,0,0
06/30/2022_02:34:45,559,22429,620,0,0,0,ps,0,0
06/30/2022_02:34:45,559,22430,568,0,0,0,awk,0,0
06/30/2022_02:37:59,559,23267,408,0,0,0,sleep,0,0
06/30/2022_02:37:59,559,23292,620,0,0,0,ps,0,0
06/30/2022_02:37:59,559,23293,568,0,0,0,awk,0,0
06/30/2022_02:41:12,559,24135,408,0,0,0,sleep,0,0
06/30/2022_02:41:12,559,24154,620,0,0,0,ps,0,0
06/30/2022_02:41:12,559,24155,568,0,0,0,awk,0,0
06/30/2022_02:44:26,559,24988,408,0,0,0,sleep,0,0
06/30/2022_02:44:26,559,25013,620,0,0,0,ps,0,0
06/30/2022_02:44:26,559,25014,568,0,0,0,awk,0,0
06/30/2022_02:47:39,559,25848,408,0,0,0,sleep,0,0
06/30/2022_02:47:39,559,25880,620,0,0,0,ps,0,0
06/30/2022_02:47:39,559,25881,568,0,0,0,awk,0,0
06/30/2022_02:50:53,559,26727,408,0,0,0,sleep,0,0
06/30/2022_02:50:53,559,26745,620,0,0,0,ps,0,0
06/30/2022_02:50:53,559,26746,568,0,0,0,awk,0,0
06/30/2022_02:54:07,559,27594,408,0,0,0,sleep,0,0
06/30/2022_02:54:07,559,27607,620,0,0,0,ps,0,0
06/30/2022_02:54:07,559,27608,568,0,0,0,awk,0,0
06/30/2022_02:57:20,559,28439,408,0,0,0,sleep,0,0
06/30/2022_02:57:20,559,28464,620,0,0,0,ps,0,0
06/30/2022_02:57:20,559,28465,568,0,0,0,awk,0,0
06/30/2022_03:00:34,559,29295,408,0,0,0,sleep,0,0
06/30/2022_03:00:34,559,29326,620,0,0,0,ps,0,0
06/30/2022_03:00:34,559,29327,568,0,0,0,awk,0,0
06/30/2022_03:03:48,559,30183,408,0,0,0,sleep,0,0
06/30/2022_03:03:48,559,30201,620,0,0,0,ps,0,0
06/30/2022_03:03:48,559,30202,568,0,0,0,awk,0,0
06/30/2022_03:07:01,559,31034,408,0,0,0,sleep,0,0
06/30/2022_03:07:01,559,31058,620,0,0,0,ps,0,0
06/30/2022_03:07:01,559,31059,568,0,0,0,awk,0,0
06/30/2022_03:10:15,559,31902,408,0,0,0,sleep,0,0
06/30/2022_03:10:15,559,31921,620,0,0,0,ps,0,0
06/30/2022_03:10:15,559,31922,568,0,0,0,awk,0,0
06/30/2022_03:13:29,559,310,620,0,0,0,ps,0,0
06/30/2022_03:13:29,559,311,568,0,0,0,awk,0,0
06/30/2022_03:13:29,559,32752,408,0,0,0,sleep,0,0
06/30/2022_03:16:42,559,1280,408,0,0,0,sleep,0,0
06/30/2022_03:16:42,559,1329,620,0,0,0,ps,0,0
06/30/2022_03:16:42,559,1330,568,0,0,0,awk,0,0
06/30/2022_03:19:56,558,2270,408,0,0,0,sleep,0,0
06/30/2022_03:19:56,558,2288,620,0,0,0,ps,0,0
06/30/2022_03:19:56,558,2289,568,0,0,0,awk,0,0
06/30/2022_03:23:09,558,3141,408,0,0,0,sleep,0,0
06/30/2022_03:23:09,558,3154,620,0,0,0,ps,0,0
06/30/2022_03:23:09,558,3155,568,0,0,0,awk,0,0
06/30/2022_03:26:23,559,4005,408,0,0,0,sleep,0,0
06/30/2022_03:26:23,559,4030,620,0,0,0,ps,0,0
06/30/2022_03:26:23,559,4031,568,0,0,0,awk,0,0
06/30/2022_03:29:37,559,4861,408,0,0,0,sleep,0,0
06/30/2022_03:29:37,559,4892,620,0,0,0,ps,0,0
06/30/2022_03:29:37,559,4893,568,0,0,0,awk,0,0
06/30/2022_03:32:50,559,5746,408,0,0,0,sleep,0,0
06/30/2022_03:32:50,559,5758,620,0,0,0,ps,0,0
06/30/2022_03:32:50,559,5759,568,0,0,0,awk,0,0
06/30/2022_03:36:04,559,6599,408,0,0,0,sleep,0,0
06/30/2022_03:36:04,559,6617,620,0,0,0,ps,0,0
06/30/2022_03:36:04,559,6618,568,0,0,0,awk,0,0
06/30/2022_03:39:18,559,7458,408,0,0,0,sleep,0,0
06/30/2022_03:39:18,559,7486,620,0,0,0,ps,0,0
06/30/2022_03:39:18,559,7487,568,0,0,0,awk,0,0
06/30/2022_03:42:31,559,8311,408,0,0,0,sleep,0,0
06/30/2022_03:42:31,559,8342,620,0,0,0,ps,0,0
06/30/2022_03:42:31,559,8343,568,0,0,0,awk,0,0
06/30/2022_03:45:45,559,9164,408,0,0,0,sleep,0,0
06/30/2022_03:45:45,559,9205,620,0,0,0,ps,0,0
06/30/2022_03:45:45,559,9206,568,0,0,0,awk,0,0
06/30/2022_03:48:58,559,10053,408,0,0,0,sleep,0,0
06/30/2022_03:48:58,559,10071,620,0,0,0,ps,0,0
06/30/2022_03:48:58,559,10072,568,0,0,0,awk,0,0
06/30/2022_03:52:12,559,10920,408,0,0,0,sleep,0,0
06/30/2022_03:52:12,559,10939,620,0,0,0,ps,0,0
06/30/2022_03:52:12,559,10940,568,0,0,0,awk,0,0
06/30/2022_03:55:26,559,11771,408,0,0,0,sleep,0,0
06/30/2022_03:55:26,559,11798,620,0,0,0,ps,0,0
06/30/2022_03:55:26,559,11799,568,0,0,0,awk,0,0
06/30/2022_03:58:39,559,12633,408,0,0,0,sleep,0,0
06/30/2022_03:58:39,559,12664,620,0,0,0,ps,0,0
06/30/2022_03:58:39,559,12665,568,0,0,0,awk,0,0
06/30/2022_04:01:53,559,13520,408,0,0,0,sleep,0,0
06/30/2022_04:01:53,559,13532,620,0,0,0,ps,0,0
06/30/2022_04:01:53,559,13533,568,0,0,0,awk,0,0
06/30/2022_04:05:07,558,14380,408,0,0,0,sleep,0,0
06/30/2022_04:05:07,558,14404,620,0,0,0,ps,0,0
06/30/2022_04:05:07,558,14405,568,0,0,0,awk,0,0
06/30/2022_04:08:21,558,15245,408,0,0,0,sleep,0,0
06/30/2022_04:08:21,558,15267,620,0,0,0,ps,0,0
06/30/2022_04:08:21,558,15268,568,0,0,0,awk,0,0
06/30/2022_04:11:34,558,16099,408,0,0,0,sleep,0,0
06/30/2022_04:11:34,558,16124,620,0,0,0,ps,0,0
06/30/2022_04:11:34,558,16125,568,0,0,0,awk,0,0
06/30/2022_04:14:48,558,16953,408,0,0,0,sleep,0,0
06/30/2022_04:14:48,558,16995,620,0,0,0,ps,0,0
06/30/2022_04:14:48,558,16996,568,0,0,0,awk,0,0
06/30/2022_04:18:01,559,17842,408,0,0,0,sleep,0,0
06/30/2022_04:18:01,559,17860,620,0,0,0,ps,0,0
06/30/2022_04:18:01,559,17861,568,0,0,0,awk,0,0
06/30/2022_04:21:15,559,18703,408,0,0,0,sleep,0,0
06/30/2022_04:21:15,559,18722,620,0,0,0,ps,0,0
06/30/2022_04:21:15,559,18723,568,0,0,0,awk,0,0
06/30/2022_04:24:29,559,19556,408,0,0,0,sleep,0,0
06/30/2022_04:24:29,559,19581,620,0,0,0,ps,0,0
06/30/2022_04:24:29,559,19582,568,0,0,0,awk,0,0
06/30/2022_04:27:42,559,20413,408,0,0,0,sleep,0,0
06/30/2022_04:27:42,559,20454,620,0,0,0,ps,0,0
06/30/2022_04:27:42,559,20455,568,0,0,0,awk,0,0
06/30/2022_04:30:56,559,21296,408,0,0,0,sleep,0,0
06/30/2022_04:30:56,559,21314,620,0,0,0,ps,0,0
06/30/2022_04:30:56,559,21315,568,0,0,0,awk,0,0
06/30/2022_04:34:09,559,22156,408,0,0,0,sleep,0,0
06/30/2022_04:34:09,559,22180,620,0,0,0,ps,0,0
06/30/2022_04:34:09,559,22181,568,0,0,0,awk,0,0
06/30/2022_04:37:23,559,23017,408,0,0,0,sleep,0,0
06/30/2022_04:37:23,559,23036,620,0,0,0,ps,0,0
06/30/2022_04:37:23,559,23037,568,0,0,0,awk,0,0
06/30/2022_04:40:37,559,23871,408,0,0,0,sleep,0,0
06/30/2022_04:40:37,559,23902,620,0,0,0,ps,0,0
06/30/2022_04:40:37,559,23903,568,0,0,0,awk,0,0
06/30/2022_04:43:50,559,24721,408,0,0,0,sleep,0,0
06/30/2022_04:43:50,559,24764,620,0,0,0,ps,0,0
06/30/2022_04:43:50,559,24765,568,0,0,0,awk,0,0
06/30/2022_04:47:04,559,25608,408,0,0,0,sleep,0,0
06/30/2022_04:47:04,559,25626,620,0,0,0,ps,0,0
06/30/2022_04:47:04,559,25627,568,0,0,0,awk,0,0
06/30/2022_04:50:18,559,26477,408,0,0,0,sleep,0,0
06/30/2022_04:50:18,559,26490,620,0,0,0,ps,0,0
06/30/2022_04:50:18,559,26491,568,0,0,0,awk,0,0
06/30/2022_04:53:31,559,765,1040,1,0,0,syslogd_monitor,0,0
06/30/2022_04:53:31,559,27329,408,0,0,0,sleep,0,0
06/30/2022_04:53:31,559,27354,620,0,0,0,ps,0,0
06/30/2022_04:53:31,559,27355,568,0,0,0,awk,0,0
06/30/2022_04:56:45,559,28189,408,0,0,0,sleep,0,0
06/30/2022_04:56:45,559,28221,620,0,0,0,ps,0,0
06/30/2022_04:56:45,559,28222,568,0,0,0,awk,0,0
06/30/2022_04:59:58,559,29063,408,0,0,0,sleep,0,0
06/30/2022_04:59:58,559,29082,620,0,0,0,ps,0,0
06/30/2022_04:59:58,559,29083,568,0,0,0,awk,0,0
06/30/2022_05:03:12,558,29938,408,0,0,0,sleep,0,0
06/30/2022_05:03:12,558,29950,620,0,0,0,ps,0,0
06/30/2022_05:03:12,558,29951,568,0,0,0,awk,0,0
06/30/2022_05:06:26,558,30790,408,0,0,0,sleep,0,0
06/30/2022_05:06:26,558,30818,620,0,0,0,ps,0,0
06/30/2022_05:06:26,558,30819,568,0,0,0,awk,0,0
06/30/2022_05:09:39,558,31643,408,0,0,0,sleep,0,0
06/30/2022_05:09:39,558,31674,620,0,0,0,ps,0,0
06/30/2022_05:09:39,558,31675,568,0,0,0,awk,0,0
06/30/2022_05:12:53,559,32528,408,0,0,0,sleep,0,0
06/30/2022_05:12:53,559,32540,620,0,0,0,ps,0,0
06/30/2022_05:12:53,559,32541,568,0,0,0,awk,0,0
06/30/2022_05:16:06,559,1034,408,0,0,0,sleep,0,0
06/30/2022_05:16:06,559,1052,620,0,0,0,ps,0,0
06/30/2022_05:16:06,559,1053,568,0,0,0,awk,0,0
06/30/2022_05:19:20,559,2030,408,0,0,0,sleep,0,0
06/30/2022_05:19:20,559,2049,620,0,0,0,ps,0,0
06/30/2022_05:19:20,559,2050,568,0,0,0,awk,0,0
06/30/2022_05:22:34,559,2886,408,0,0,0,sleep,0,0
06/30/2022_05:22:34,559,2911,620,0,0,0,ps,0,0
06/30/2022_05:22:34,559,2912,568,0,0,0,awk,0,0
06/30/2022_05:25:47,559,3752,408,0,0,0,sleep,0,0
06/30/2022_05:25:47,559,3787,620,0,0,0,ps,0,0
06/30/2022_05:25:47,559,3788,568,0,0,0,awk,0,0
06/30/2022_05:29:01,559,838,3232,4,0,0,dsmd,0,0
06/30/2022_05:29:01,559,4637,408,0,0,0,sleep,0,0
06/30/2022_05:29:01,559,4655,620,0,0,0,ps,0,0
06/30/2022_05:29:01,559,4656,568,0,0,0,awk,0,0
06/30/2022_05:32:15,559,5511,408,0,0,0,sleep,0,0
06/30/2022_05:32:15,559,5523,620,0,0,0,ps,0,0
06/30/2022_05:32:15,559,5524,568,0,0,0,awk,0,0
06/30/2022_05:35:28,559,6361,408,0,0,0,sleep,0,0
06/30/2022_05:35:28,559,6380,620,0,0,0,ps,0,0
06/30/2022_05:35:28,559,6381,568,0,0,0,awk,0,0
06/30/2022_05:38:42,559,7215,408,0,0,0,sleep,0,0
06/30/2022_05:38:42,559,7240,620,0,0,0,ps,0,0
06/30/2022_05:38:42,559,7241,568,0,0,0,awk,0,0
06/30/2022_05:41:55,559,8087,408,0,0,0,sleep,0,0
06/30/2022_05:41:55,559,8095,572,0,0,0,sh,0,0
06/30/2022_05:41:55,559,8096,600,0,0,0,ping6,0,0
06/30/2022_05:41:55,559,8108,620,0,0,0,ps,0,0
06/30/2022_05:41:55,559,8109,568,0,0,0,awk,0,0
06/30/2022_05:45:09,559,8949,408,0,0,0,sleep,0,0
06/30/2022_05:45:09,559,8973,620,0,0,0,ps,0,0
06/30/2022_05:45:09,559,8974,568,0,0,0,awk,0,0
06/30/2022_05:48:23,559,9825,408,0,0,0,sleep,0,0
06/30/2022_05:48:23,559,9847,620,0,0,0,ps,0,0
06/30/2022_05:48:23,559,9848,568,0,0,0,awk,0,0
06/30/2022_05:51:36,559,10684,408,0,0,0,sleep,0,0
06/30/2022_05:51:36,559,10709,620,0,0,0,ps,0,0
06/30/2022_05:51:36,559,10710,568,0,0,0,awk,0,0
06/30/2022_05:54:50,558,11535,408,0,0,0,sleep,0,0
06/30/2022_05:54:50,558,11576,620,0,0,0,ps,0,0
06/30/2022_05:54:50,558,11577,568,0,0,0,awk,0,0
06/30/2022_05:58:04,558,12416,408,0,0,0,sleep,0,0
06/30/2022_05:58:04,558,12434,620,0,0,0,ps,0,0
06/30/2022_05:58:04,558,12435,568,0,0,0,awk,0,0
06/30/2022_06:01:17,558,13288,408,0,0,0,sleep,0,0
06/30/2022_06:01:17,558,13300,620,0,0,0,ps,0,0
06/30/2022_06:01:17,558,13301,568,0,0,0,awk,0,0
06/30/2022_06:04:31,558,14144,408,0,0,0,sleep,0,0
06/30/2022_06:04:31,558,14163,620,0,0,0,ps,0,0
06/30/2022_06:04:31,558,14164,568,0,0,0,awk,0,0
06/30/2022_06:07:45,559,15001,408,0,0,0,sleep,0,0
06/30/2022_06:07:45,559,15032,620,0,0,0,ps,0,0
06/30/2022_06:07:45,559,15033,568,0,0,0,awk,0,0
06/30/2022_06:10:58,559,15879,408,0,0,0,sleep,0,0
06/30/2022_06:10:58,559,15891,620,0,0,0,ps,0,0
06/30/2022_06:10:58,559,15892,568,0,0,0,awk,0,0
06/30/2022_06:14:12,559,16736,408,0,0,0,sleep,0,0
06/30/2022_06:14:12,559,16754,620,0,0,0,ps,0,0
06/30/2022_06:14:12,559,16755,568,0,0,0,awk,0,0
06/30/2022_06:17:26,559,17609,408,0,0,0,sleep,0,0
06/30/2022_06:17:26,559,17622,572,0,0,0,sh,0,0
06/30/2022_06:17:26,559,17625,600,0,0,0,ping6,0,0
06/30/2022_06:17:26,559,17631,620,0,0,0,ps,0,0
06/30/2022_06:17:26,559,17632,568,0,0,0,awk,0,0
06/30/2022_06:20:39,559,18475,408,0,0,0,sleep,0,0
06/30/2022_06:20:39,559,18500,620,0,0,0,ps,0,0
06/30/2022_06:20:39,559,18501,568,0,0,0,awk,0,0
06/30/2022_06:23:53,559,19319,408,0,0,0,sleep,0,0
06/30/2022_06:23:53,559,19360,620,0,0,0,ps,0,0
06/30/2022_06:23:53,559,19361,568,0,0,0,awk,0,0
06/30/2022_06:27:07,559,20201,408,0,0,0,sleep,0,0
06/30/2022_06:27:07,559,20219,620,0,0,0,ps,0,0
06/30/2022_06:27:07,559,20220,568,0,0,0,awk,0,0
06/30/2022_06:30:20,559,1314,5940,7,0,0,modem2d,0,0
06/30/2022_06:30:20,559,21070,408,0,0,0,sleep,0,0
06/30/2022_06:30:20,559,21089,620,0,0,0,ps,0,0
06/30/2022_06:30:20,559,21090,568,0,0,0,awk,0,0
06/30/2022_06:33:34,559,21927,408,0,0,0,sleep,0,0
06/30/2022_06:33:34,559,21952,620,0,0,0,ps,0,0
06/30/2022_06:33:34,559,21953,568,0,0,0,awk,0,0
06/30/2022_06:36:47,559,22781,408,0,0,0,sleep,0,0
06/30/2022_06:36:47,559,22812,620,0,0,0,ps,0,0
06/30/2022_06:36:47,559,22813,568,0,0,0,awk,0,0
06/30/2022_06:40:01,559,23659,408,0,0,0,sleep,0,0
06/30/2022_06:40:01,559,23671,620,0,0,0,ps,0,0
06/30/2022_06:40:01,559,23672,568,0,0,0,awk,0,0
06/30/2022_06:43:15,559,24513,408,0,0,0,sleep,0,0
06/30/2022_06:43:15,559,24537,620,0,0,0,ps,0,0
06/30/2022_06:43:15,559,24538,568,0,0,0,awk,0,0
06/30/2022_06:46:28,559,25380,408,0,0,0,sleep,0,0
06/30/2022_06:46:28,559,25402,620,0,0,0,ps,0,0
06/30/2022_06:46:28,559,25403,568,0,0,0,awk,0,0
06/30/2022_06:49:42,558,26241,408,0,0,0,sleep,0,0
06/30/2022_06:49:42,558,26266,620,0,0,0,ps,0,0
06/30/2022_06:49:42,558,26267,568,0,0,0,awk,0,0
06/30/2022_06:52:56,558,27091,408,0,0,0,sleep,0,0
06/30/2022_06:52:56,558,27126,620,0,0,0,ps,0,0
06/30/2022_06:52:56,558,27127,568,0,0,0,awk,0,0
06/30/2022_06:56:09,558,27973,408,0,0,0,sleep,0,0
06/30/2022_06:56:09,558,27991,620,0,0,0,ps,0,0
06/30/2022_06:56:09,558,27992,568,0,0,0,awk,0,0
06/30/2022_06:59:23,559,28845,408,0,0,0,sleep,0,0
06/30/2022_06:59:23,559,28858,620,0,0,0,ps,0,0
06/30/2022_06:59:23,559,28859,568,0,0,0,awk,0,0
06/30/2022_07:02:37,559,29696,408,0,0,0,sleep,0,0
06/30/2022_07:02:37,559,29721,620,0,0,0,ps,0,0
06/30/2022_07:02:37,559,29722,568,0,0,0,awk,0,0
06/30/2022_07:05:50,559,30550,408,0,0,0,sleep,0,0
06/30/2022_07:05:50,559,30581,620,0,0,0,ps,0,0
06/30/2022_07:05:50,559,30582,568,0,0,0,awk,0,0
06/30/2022_07:09:04,559,31430,408,0,0,0,sleep,0,0
06/30/2022_07:09:04,559,31448,620,0,0,0,ps,0,0
06/30/2022_07:09:04,559,31449,568,0,0,0,awk,0,0
06/30/2022_07:12:18,559,32286,408,0,0,0,sleep,0,0
06/30/2022_07:12:18,559,32310,620,0,0,0,ps,0,0
06/30/2022_07:12:18,559,32311,568,0,0,0,awk,0,0
