TIME,rmnet_data0_tx,rndis0_tx,wlan0_tx,wlan1_tx,br0_tx,br0_wlan0_tx,br0_wlan1_tx,modem_ipv4_tx,modem_ipv6_tx,rmnet_data0_rx,rndis0_rx,wlan0_rx,wlan1_rx,br0_rx,br0_wlan0_rx,br0_wlan1_rx,modem_ipv4_rx,modem_ipv6_rx,nf_count
06/29/2022_13:56:22,5837047,0,5899983,10969975,11657308,5899983,10969975,209403785,209403785,75516138,0,294939,4852264,5147203,294939,4852264,2101764308,2101764308,12
06/29/2022_13:59:35,5838267,0,5900927,10970919,11658252,5900927,10970919,209405005,209405005,75516308,0,294939,4852264,5147203,294939,4852264,2101764478,2101764478,12
06/29/2022_14:02:49,5838267,0,5902225,10972217,11659550,5902225,10972217,209405005,209405005,75516308,0,294939,4852264,5147203,294939,4852264,2101764478,2101764478,14
06/29/2022_14:06:03,5838267,0,5903405,10973397,11660730,5903405,10973397,209405005,209405005,75516308,0,294939,4852264,5147203,294939,4852264,2101764478,2101764478,14
06/29/2022_14:09:17,5838267,0,5904231,10974223,11661556,5904231,10974223,209405005,209405005,75516308,0,294939,4852264,5147203,294939,4852264,2101764478,2101764478,12
06/29/2022_14:12:30,5838267,0,5905529,10975521,11662854,5905529,10975521,209405005,209405005,75516308,0,294939,4852264,5147203,294939,4852264,2101764478,2101764478,13
06/29/2022_14:15:44,5839487,0,5906355,10976347,11663680,5906355,10976347,209406225,209406225,75516478,0,294939,4852264,5147203,294939,4852264,2101764648,2101764648,14
06/29/2022_14:18:57,5839487,0,5907535,10977527,11664860,5907535,10977527,209406225,209406225,75516478,0,294939,4852264,5147203,294939,4852264,2101764648,2101764648,13
06/29/2022_14:22:11,5839487,0,5908479,10978471,11665804,5908479,10978471,209406225,209406225,75516478,0,294939,4852264,5147203,294939,4852264,2101764648,2101764648,12
06/29/2022_14:25:25,5839696,0,5909777,10979769,11667102,5909777,10979769,209406434,209406434,75516648,0,294939,4852264,5147203,294939,4852264,2101764818,2101764818,13
06/29/2022_14:28:38,5839696,0,5910603,10980595,11667928,5910603,10980595,209406434,209406434,75516648,0,294939,4852264,5147203,294939,4852264,2101764818,2101764818,15
06/29/2022_14:31:52,5840916,0,5911783,10981775,11669108,5911783,10981775,209407654,209407654,75516818,0,294939,4852264,5147203,294939,4852264,2101764988,2101764988,13
06/29/2022_14:35:06,5840916,0,5912963,10982955,11670288,5912963,10982955,209407654,209407654,75516818,0,294939,4852264,5147203,294939,4852264,2101764988,2101764988,14
06/29/2022_14:38:19,5840916,0,5913907,10983899,11671232,5913907,10983899,209407654,209407654,75516818,0,294939,4852264,5147203,294939,4852264,2101764988,2101764988,14
06/29/2022_14:41:33,5840916,0,5915087,10985079,11672412,5915087,10985079,209407654,209407654,75516818,0,294939,4852264,5147203,294939,4852264,2101764988,2101764988,12
06/29/2022_14:44:47,5842136,0,5916031,10986023,11673356,5916031,10986023,209408874,209408874,75516988,0,294939,4852264,5147203,294939,4852264,2101765158,2101765158,13
06/29/2022_14:48:00,5842136,0,5917329,10987321,11674654,5917329,10987321,209408874,209408874,75516988,0,294939,4852264,5147203,294939,4852264,2101765158,2101765158,14
06/29/2022_14:51:14,5842136,0,5918273,10988265,11675598,5918273,10988265,209408874,209408874,75516988,0,294939,4852264,5147203,294939,4852264,2101765158,2101765158,12
06/29/2022_14:54:28,5842345,0,5919453,10989445,11676778,5919453,10989445,209409083,209409083,75517158,0,294939,4852264,5147203,294939,4852264,2101765328,2101765328,12
06/29/2022_14:57:41,5842345,0,5920515,10990625,11677958,5920633,10990625,209409083,209409083,75517158,0,294939,4852264,5147203,294939,4852264,2101765328,2101765328,14
06/29/2022_15:00:55,5843565,0,5921459,10991451,11678784,5921459,10991451,209410303,209410303,75517328,0,294939,4852264,5147203,294939,4852264,2101765498,2101765498,14
06/29/2022_15:04:08,5843565,0,5922639,10992631,11679964,5922639,10992631,209410303,209410303,75517328,0,294939,4852264,5147203,294939,4852264,2101765498,2101765498,14
06/29/2022_15:07:22,5843565,0,5923583,10993575,11680908,5923583,10993575,209410303,209410303,75517328,0,294939,4852264,5147203,294939,4852264,2101765498,2101765498,12
06/29/2022_15:10:36,5843565,0,5924645,10994637,11681970,5924645,10994637,209410303,209410303,75517328,0,294939,4852264,5147203,294939,4852264,2101765498,2101765498,14
06/29/2022_15:13:49,5844785,0,5925589,10995581,11682914,5925589,10995581,209411523,209411523,75517498,0,294939,4852264,5147203,294939,4852264,2101765668,2101765668,14
06/29/2022_15:17:03,5844785,0,5926769,10996761,11684094,5926769,10996761,209411523,209411523,75517498,0,294939,4852264,5147203,294939,4852264,2101765668,2101765668,14
06/29/2022_15:20:17,5844994,0,5927595,10997587,11684920,5927595,10997587,209411732,209411732,75517668,0,294939,4852264,5147203,294939,4852264,2101765838,2101765838,12
06/29/2022_15:23:30,5844994,0,5928775,10998767,11686100,5928775,10998767,209411732,209411732,75517668,0,294939,4852264,5147203,294939,4852264,2101765838,2101765838,14
06/29/2022_15:26:44,5844994,0,5929601,10999593,11686926,5929601,10999593,209411732,209411732,75517668,0,294939,4852264,5147203,294939,4852264,2101765838,2101765838,13
06/29/2022_15:29:58,5846216,0,5930899,11000891,11688224,5930899,11000891,209412954,209412954,75517838,0,294939,4852264,5147203,294939,4852264,2101766008,2101766008,13
06/29/2022_15:33:11,5846216,0,5931843,11001835,11689168,5931843,11001835,209412954,209412954,75517838,0,294939,4852264,5147203,294939,4852264,2101766008,2101766008,17
06/29/2022_15:36:25,5846216,0,5933023,11003015,11690348,5933023,11003015,209412954,209412954,75517838,0,294939,4852264,5147203,294939,4852264,2101766008,2101766008,12
06/29/2022_15:39:38,5846216,0,5934321,11004313,11691646,5934321,11004313,209412954,209412954,75517838,0,294939,4852264,5147203,294939,4852264,2101766008,2101766008,12
06/29/2022_15:42:52,5846216,0,5935265,11005257,11692590,5935265,11005257,209412954,209412954,75517838,0,294939,4852264,5147203,294939,4852264,2101766008,2101766008,13
06/29/2022_15:46:06,5847436,0,5936445,11006437,11693770,5936445,11006437,209414174,209414174,75518008,0,294939,4852264,5147203,294939,4852264,2101766178,2101766178,15
06/29/2022_15:49:19,5847645,0,5937389,11007381,11694714,5937389,11007381,209414383,209414383,75518178,0,294939,4852264,5147203,294939,4852264,2101766348,2101766348,12
06/29/2022_15:52:33,5847645,0,5938451,11008443,11695776,5938451,11008443,209414383,209414383,75518322,0,294939,4852264,5147203,294939,4852264,2101766444,2101766444,12
06/29/2022_15:55:47,5847645,0,5939395,11009387,11696720,5939395,11009387,209414383,209414383,75518322,0,294939,4852264,5147203,294939,4852264,2101766444,2101766444,13
06/29/2022_15:59:00,5848865,0,5940575,11010567,11697900,5940575,11010567,209415603,209415603,75518492,0,294939,4852264,5147203,294939,4852264,2101766614,2101766614,14
06/29/2022_16:02:14,5848865,0,5941519,11011511,11698844,5941519,11011511,209415603,209415603,75518492,0,294939,4852264,5147203,294939,4852264,2101766614,2101766614,13
06/29/2022_16:05:28,5848865,0,5942699,11012691,11700024,5942699,11012691,209415603,209415603,75518492,0,294939,4852264,5147203,294939,4852264,2101766614,2101766614,12
06/29/2022_16:08:41,5848865,0,5943879,11013871,11701204,5943879,11013871,209415603,209415603,75518492,0,294939,4852264,5147203,294939,4852264,2101766614,2101766614,14
06/29/2022_16:11:55,5848865,0,5944705,11014697,11702030,5944705,11014697,209415603,209415603,75518492,0,294939,4852264,5147203,294939,4852264,2101766614,2101766614,13
06/29/2022_16:15:09,5850085,0,5945885,11015877,11703210,5945885,11015877,209416823,209416823,75518662,0,294939,4852264,5147203,294939,4852264,2101766784,2101766784,14
06/29/2022_16:18:22,5850294,0,5946711,11016703,11704036,5946711,11016703,209417032,209417032,75518832,0,294939,4852264,5147203,294939,4852264,2101766954,2101766954,14
06/29/2022_16:21:36,5850294,0,5947891,11017883,11705216,5947891,11017883,209417032,209417032,75518832,0,294939,4852264,5147203,294939,4852264,2101766954,2101766954,12
06/29/2022_16:24:50,5850294,0,5948835,11018827,11706160,5948835,11018827,209417032,209417032,75518832,0,294939,4852264,5147203,294939,4852264,2101766954,2101766954,13
06/29/2022_16:28:03,5850294,0,5950015,11020007,11707340,5950015,11020007,209417032,209417032,75518832,0,294939,4852264,5147203,294939,4852264,2101766954,2101766954,13
06/29/2022_16:31:17,5851515,0,5950841,11020833,11708166,5950841,11020833,209418253,209418253,75519002,0,294939,4852264,5147203,294939,4852264,2101767124,2101767124,14
06/29/2022_16:34:31,5851515,0,5952021,11022013,11709346,5952021,11022013,209418253,209418253,75519002,0,294939,4852264,5147203,294939,4852264,2101767124,2101767124,12
06/29/2022_16:37:44,5851515,0,5953201,11023193,11710526,5953201,11023193,209418253,209418253,75519002,0,294939,4852264,5147203,294939,4852264,2101767124,2101767124,14
06/29/2022_16:40:58,5851515,0,5954027,11024019,11711352,5954027,11024019,209418253,209418253,75519002,0,294939,4852264,5147203,294939,4852264,2101767124,2101767124,13
06/29/2022_16:44:11,5852944,0,5955325,11025317,11712650,5955325,11025317,209419682,209419682,75519342,0,294939,4852264,5147203,294939,4852264,2101767464,2101767464,15
06/29/2022_16:47:25,5852944,0,5956151,11026143,11713476,5956151,11026143,209419682,209419682,75519342,0,294939,4852264,5147203,294939,4852264,2101767464,2101767464,12
06/29/2022_16:50:39,5852944,0,5957449,11027441,11714774,5957449,11027441,209419682,209419682,75519342,0,294939,4852264,5147203,294939,4852264,2101767464,2101767464,13
06/29/2022_16:53:52,5852944,0,5958275,11028267,11715600,5958275,11028267,209419682,209419682,75519342,0,294939,4852264,5147203,294939,4852264,2101767464,2101767464,13
06/29/2022_16:57:06,5852944,0,5959573,11029565,11716898,5959573,11029565,209419682,209419682,75519342,0,294939,4852264,5147203,294939,4852264,2101767464,2101767464,13
06/29/2022_17:00:20,5854164,0,5960517,11030509,11717842,5960517,11030509,209420902,209420902,75519512,0,294939,4852264,5147203,294939,4852264,2101767634,2101767634,12
06/29/2022_17:03:33,5854164,0,5961815,11031807,11719140,5961815,11031807,209420902,209420902,75519512,0,294939,4852264,5147203,294939,4852264,2101767634,2101767634,14
06/29/2022_17:06:47,5854164,0,5962759,11032751,11720084,5962759,11032751,209420902,209420902,75519512,0,294939,4852264,5147203,294939,4852264,2101767634,2101767634,13
06/29/2022_17:10:00,5854164,0,5963939,11033931,11721264,5963939,11033931,209420902,209420902,75519512,0,294939,4852264,5147203,294939,4852264,2101767634,2101767634,13
06/29/2022_17:13:14,5854373,0,5965237,11035229,11722562,5965237,11035229,209421111,209421111,75519682,0,294939,4852264,5147203,294939,4852264,2101767804,2101767804,16
06/29/2022_17:16:28,5855593,0,5966063,11036055,11723388,5966063,11036055,209422331,209422331,75519852,0,294939,4852264,5147203,294939,4852264,2101767974,2101767974,13
06/29/2022_17:19:42,5855593,0,5967243,11037235,11724568,5967243,11037235,209422331,209422331,75519852,0,294939,4852264,5147203,294939,4852264,2101767974,2101767974,13
06/29/2022_17:22:55,5855593,0,5968187,11038179,11725512,5968187,11038179,209422331,209422331,75519852,0,294939,4852264,5147203,294939,4852264,2101767974,2101767974,13
06/29/2022_17:26:09,5855593,0,5969367,11039359,11726692,5969367,11039359,209422331,209422331,75519852,0,294939,4852264,5147203,294939,4852264,2101767974,2101767974,13
06/29/2022_17:29:22,5856813,0,5970193,11040185,11727518,5970193,11040185,209423551,209423551,75520022,0,294939,4852264,5147203,294939,4852264,2101768144,2101768144,13
06/29/2022_17:32:36,5856813,0,5971373,11041365,11728698,5971373,11041365,209423551,209423551,75520022,0,294939,4852264,5147203,294939,4852264,2101768144,2101768144,12
06/29/2022_17:35:50,5856813,0,5972435,11042427,11729760,5972435,11042427,209423551,209423551,75520022,0,294939,4852264,5147203,294939,4852264,2101768144,2101768144,14
06/29/2022_17:39:03,5856813,0,5973497,11043489,11730822,5973497,11043489,209423551,209423551,75520022,0,294939,4852264,5147203,294939,4852264,2101768144,2101768144,12
06/29/2022_17:42:17,5857022,0,5974677,11044669,11732002,5974677,11044669,209423760,209423760,75520192,0,294939,4852264,5147203,294939,4852264,2101768314,2101768314,14
06/29/2022_17:45:31,5858242,0,5975503,11045495,11732828,5975503,11045495,209424980,209424980,75520362,0,294939,4852264,5147203,294939,4852264,2101768484,2101768484,12
06/29/2022_17:48:44,5858242,0,5976683,11046675,11734008,5976683,11046675,209424980,209424980,75520362,0,294939,4852264,5147203,294939,4852264,2101768484,2101768484,13
06/29/2022_17:51:58,5858242,0,5977627,11047619,11734952,5977627,11047619,209424980,209424980,75520362,0,294939,4852264,5147203,294939,4852264,2101768484,2101768484,14
06/29/2022_17:55:12,5858242,0,5978689,11048681,11736014,5978689,11048681,209424980,209424980,75520362,0,294939,4852264,5147203,294939,4852264,2101768484,2101768484,13
06/29/2022_17:58:25,5858242,0,5979633,11049625,11736958,5979633,11049625,209424980,209424980,75520362,0,294939,4852264,5147203,294939,4852264,2101768484,2101768484,14
06/29/2022_18:01:39,5859462,0,5980813,11050805,11738138,5980813,11050805,209426200,209426200,75520532,0,294939,4852264,5147203,294939,4852264,2101768654,2101768654,13
06/29/2022_18:04:52,5859462,0,5981993,11051985,11739318,5981993,11051985,209426200,209426200,75520532,0,294939,4852264,5147203,294939,4852264,2101768654,2101768654,14
06/29/2022_18:08:06,5859671,0,5982937,11052929,11740262,5982937,11052929,209426409,209426409,75520702,0,294939,4852264,5147203,294939,4852264,2101768824,2101768824,15
06/29/2022_18:11:20,5859671,0,5984117,11054109,11741442,5984117,11054109,209426409,209426409,75520702,0,294939,4852264,5147203,294939,4852264,2101768824,2101768824,14
06/29/2022_18:14:33,5860891,0,5985061,11055053,11742386,5985061,11055053,209427629,209427629,75520872,0,294939,4852264,5147203,294939,4852264,2101768994,2101768994,12
06/29/2022_18:17:47,5860891,0,5986241,11056233,11743566,5986241,11056233,209427629,209427629,75520872,0,294939,4852264,5147203,294939,4852264,2101768994,2101768994,11
06/29/2022_18:21:00,5860891,0,5987067,11057059,11744392,5987067,11057059,209427629,209427629,75520872,0,294939,4852264,5147203,294939,4852264,2101768994,2101768994,13
06/29/2022_18:24:14,5860891,0,5988247,11058239,11745572,5988247,11058239,209427629,209427629,75520872,0,294939,4852264,5147203,294939,4852264,2101768994,2101768994,13
06/29/2022_18:27:28,5860891,0,5989191,11059183,11746516,5989191,11059183,209427629,209427629,75520872,0,294939,4852264,5147203,294939,4852264,2101768994,2101768994,12
06/29/2022_18:30:41,5862113,0,5990371,11060363,11747696,5990371,11060363,209428851,209428851,75520970,0,294939,4852264,5147203,294939,4852264,2101769092,2101769092,12
06/29/2022_18:33:55,5862113,0,5991551,11061543,11748876,5991551,11061543,209428851,209428851,75520970,0,294939,4852264,5147203,294939,4852264,2101769092,2101769092,14
06/29/2022_18:37:09,5862322,0,5992259,11062251,11749584,5992259,11062251,209429060,209429060,75521140,0,294939,4852264,5147203,294939,4852264,2101769262,2101769262,13
06/29/2022_18:40:22,5862322,0,5993557,11063549,11750882,5993557,11063549,209429060,209429060,75521140,0,294939,4852264,5147203,294939,4852264,2101769262,2101769262,14
06/29/2022_18:43:36,5862322,0,5994383,11064375,11751708,5994383,11064375,209429060,209429060,75521140,0,294939,4852264,5147203,294939,4852264,2101769262,2101769262,14
06/29/2022_18:46:49,5863544,0,5995563,11065555,11752888,5995563,11065555,209430282,209430282,75521310,0,294939,4852264,5147203,294939,4852264,2101769432,2101769432,13
06/29/2022_18:50:03,5863544,0,5996271,11066263,11753596,5996271,11066263,209430282,209430282,75521310,0,294939,4852264,5147203,294939,4852264,2101769432,2101769432,13
06/29/2022_18:53:17,5863544,0,5997569,11067561,11754894,5997569,11067561,209430282,209430282,75521310,0,294939,4852264,5147203,294939,4852264,2101769432,2101769432,15
06/29/2022_18:56:30,5863544,0,5998395,11068387,11755720,5998395,11068387,209430282,209430282,75521310,0,294939,4852264,5147203,294939,4852264,2101769432,2101769432,12
06/29/2022_18:59:44,5864764,0,5999693,11069685,11757018,5999693,11069685,209431502,209431502,75521480,0,294939,4852264,5147203,294939,4852264,2101769602,2101769602,12
06/29/2022_19:02:58,5864764,0,6000637,11070629,11757962,6000637,11070629,209431502,209431502,75521480,0,294939,4852264,5147203,294939,4852264,2101769602,2101769602,13
06/29/2022_19:06:11,5864973,0,6001817,11071809,11759142,6001817,11071809,209431711,209431711,75521650,0,294939,4852264,5147203,294939,4852264,2101769772,2101769772,13
06/29/2022_19:09:25,5864973,0,6003115,11073107,11760440,6003115,11073107,209431711,209431711,75521650,0,294939,4852264,5147203,294939,4852264,2101769772,2101769772,14
06/29/2022_19:12:38,5864973,0,6003941,11073933,11761266,6003941,11073933,209431711,209431711,75521650,0,294939,4852264,5147203,294939,4852264,2101769772,2101769772,12
06/29/2022_19:15:52,5866195,0,6005121,11075113,11762446,6005121,11075113,209432933,209432933,75521820,0,294939,4852264,5147203,294939,4852264,2101769942,2101769942,14
06/29/2022_19:19:06,5866195,0,6005947,11075939,11763272,6005947,11075939,209432933,209432933,75521820,0,294939,4852264,5147203,294939,4852264,2101769942,2101769942,13
06/29/2022_19:22:19,5866195,0,6007127,11077119,11764452,6007127,11077119,209432933,209432933,75521820,0,294939,4852264,5147203,294939,4852264,2101769942,2101769942,15
06/29/2022_19:25:33,5866195,0,6007953,11077945,11765278,6007953,11077945,209432933,209432933,75521820,0,294939,4852264,5147203,294939,4852264,2101769942,2101769942,12
06/29/2022_19:28:47,5867415,0,6009251,11079243,11766576,6009251,11079243,209434153,209434153,75521990,0,294939,4852264,5147203,294939,4852264,2101770112,2101770112,13
06/29/2022_19:32:00,5867624,0,6010077,11080069,11767402,6010077,11080069,209434362,209434362,75522160,0,294939,4852264,5147203,294939,4852264,2101770282,2101770282,14
06/29/2022_19:35:14,5867624,0,6011375,11081367,11768700,6011375,11081367,209434362,209434362,75522160,0,294939,4852264,5147203,294939,4852264,2101770282,2101770282,13
